device_type,device_model,os_version,name,typed_value
iPhone,"iPhone14,4",15.5,show-peer-errors,
iPhone,"iPhone14,4",15.5,is-c2k-equipment,
iPhone,"iPhone14,4",15.5,supports-inline-attachments,
iPhone,"iPhone14,4",15.5,supports-keep-receipts,
iPhone,"iPhone14,4",15.5,supports-location-sharing,
iPhone,"iPhone14,4",15.5,supports-media-v2,
iPhone,"iPhone14,4",15.5,supports-st-v1,
iPhone,"iPhone14,4",15.5,supports-ca-v1,
iPhone,"iPhone14,4",15.5,supports-be-v1,
iPhone,"iPhone14,4",15.5,supports-ack-v1,
iPhone,"iPhone14,4",15.5,supports-fsm-v1,
iPhone,"iPhone14,4",15.5,supports-fsm-v2,
iPhone,"iPhone14,4",15.5,supports-fsm-v3,
iPhone,"iPhone14,4",15.5,supports-ii-v1,
iPhone,"iPhone14,4",15.5,supports-impact-v1,
iPhone,"iPhone14,4",15.5,supports-update-attachments-v1,
iPhone,"iPhone14,4",15.5,supports-autoloopvideo-v1,
iPhone,"iPhone14,4",15.5,supports-photos-extension-v1,
iPhone,"iPhone14,4",15.5,supports-photos-extension-v2,
iPhone,"iPhone14,4",15.5,supports-screen-time-v2,
iPhone,"iPhone14,4",15.5,supports-live-delivery,
iPhone,"iPhone14,4",15.5,supports-audio-messaging-v2,
iPhone,"iPhone14,4",15.5,supports-animoji-v2,
iPhone,"iPhone14,4",15.5,supports-certified-delivery-v1,
iPhone,"iPhone14,4",15.5,supports-original-timestamp-v1,
iPhone,"iPhone14,4",15.5,supports-incoming-fmd-v1,
iPhone,"iPhone14,4",15.5,optionally-receive-typing-indicators,
iPhone,"iPhone14,4",15.5,nicknames-version,
iPhone,"iPhone14,4",15.5,kt-version,4.0
iPhone,"iPhone14,4",15.5,device-key-signature,
iPhone,"iPhone14,4",15.5,ec-version,1.0
iPhone,"iPhone14,4",15.5,supports-protobuf-payload-data-v2,
iPhone,"iPhone14,4",15.5,supports-heif,True
iPhone,"iPhone14,4",15.5,supports-hdr,
iPhone,"iPhone14,4",15.5,prefers-sdr,
iPhone,"iPhone14,4",15.5,supports-modern-gft,
iPhone,"iPhone14,4",15.5,supports-co,
iPhone,"iPhone14,4",15.5,is-green-tea,
iPhone,"iPhone14,4",15.5,supports-sa-v1,
iPhone,"iPhone14,4",15.5,supports-dq-nr,
iPhone,"iPhone14,4",15.5,supports-st-er,
iPhone,"iPhone14,4",15.5,supports-key-sharing,
iPhone,"iPhone14,4",15.5,supports-harmony,
iPhone,"iPhone14,4",15.5,supports-activity-sharing-v1,True
iPhone,"iPhone14,4",15.5,supports-manatee-for-apple-cash,
iPhone,"iPhone14,4",15.5,supports-region-for-apple-cash,
iPhone,"iPhone14,4",15.5,supports-fmd-v2,
iPhone,"iPhone14,4",15.5,supports-fm-fence-v1,True
iPhone,"iPhone14,4",15.5,supports-secure-loc-v1,
iPhone,"iPhone14,4",15.5,supports-uwb,True
iPhone,"iPhone14,4",15.5,supports-gft-errors,
iPhone,"iPhone14,4",15.5,supports-gft-calls,
iPhone,"iPhone14,4",15.5,supports-hk-resident,
iPhone,"iPhone14,4",15.5,supports-maps-routing-path-leg,
iPhone,"iPhone14,4",15.5,supports-beacon-sharing-v2,
iPhone,"iPhone14,4",15.5,is-web-client,
iPhone,"iPhone14,4",15.5,supports-beneficiary-invites,
iPhone,"iPhone12,3",26.3,show-peer-errors,
iPhone,"iPhone12,5",26.3,show-peer-errors,
iPhone,"iPhone12,3",26.3,is-c2k-equipment,
iPhone,"iPhone12,5",26.3,is-c2k-equipment,
iPhone,"iPhone12,3",26.3,supports-inline-attachments,
iPhone,"iPhone12,5",26.3,supports-inline-attachments,
iPhone,"iPhone12,3",26.3,supports-keep-receipts,
iPhone,"iPhone12,5",26.3,supports-keep-receipts,
iPhone,"iPhone12,3",26.3,supports-location-sharing,
iPhone,"iPhone12,5",26.3,supports-location-sharing,
iPhone,"iPhone12,3",26.3,supports-media-v2,
iPhone,"iPhone12,5",26.3,supports-media-v2,
iPhone,"iPhone12,3",26.3,supports-st-v1,
iPhone,"iPhone12,5",26.3,supports-st-v1,
iPhone,"iPhone12,3",26.3,supports-ca-v1,
iPhone,"iPhone12,5",26.3,supports-ca-v1,
iPhone,"iPhone12,3",26.3,supports-be-v1,
iPhone,"iPhone12,5",26.3,supports-be-v1,
iPhone,"iPhone12,3",26.3,supports-ack-v1,
iPhone,"iPhone12,5",26.3,supports-ack-v1,
iPhone,"iPhone12,3",26.3,supports-fsm-v1,
iPhone,"iPhone12,5",26.3,supports-fsm-v1,
iPhone,"iPhone12,3",26.3,supports-fsm-v2,
iPhone,"iPhone12,5",26.3,supports-fsm-v2,
iPhone,"iPhone12,3",26.3,supports-fsm-v3,
iPhone,"iPhone12,5",26.3,supports-fsm-v3,
iPhone,"iPhone12,3",26.3,supports-ii-v1,
iPhone,"iPhone12,5",26.3,supports-ii-v1,
iPhone,"iPhone12,3",26.3,supports-impact-v1,
iPhone,"iPhone12,5",26.3,supports-impact-v1,
iPhone,"iPhone12,3",26.3,supports-update-attachments-v1,
iPhone,"iPhone12,5",26.3,supports-update-attachments-v1,
iPhone,"iPhone12,3",26.3,supports-autoloopvideo-v1,
iPhone,"iPhone12,5",26.3,supports-autoloopvideo-v1,
iPhone,"iPhone12,3",26.3,supports-photos-extension-v1,
iPhone,"iPhone12,5",26.3,supports-photos-extension-v1,
iPhone,"iPhone12,3",26.3,supports-photos-extension-v2,
iPhone,"iPhone12,5",26.3,supports-photos-extension-v2,
iPhone,"iPhone12,3",26.3,supports-screen-time-v2,
iPhone,"iPhone12,5",26.3,supports-screen-time-v2,
iPhone,"iPhone12,3",26.3,supports-live-delivery,
iPhone,"iPhone12,5",26.3,supports-live-delivery,
iPhone,"iPhone12,3",26.3,supports-audio-messaging-v2,
iPhone,"iPhone12,5",26.3,supports-audio-messaging-v2,
iPhone,"iPhone12,3",26.3,supports-animoji-v2,
iPhone,"iPhone12,5",26.3,supports-animoji-v2,
iPhone,"iPhone12,3",26.3,supports-certified-delivery-v1,
iPhone,"iPhone12,5",26.3,supports-certified-delivery-v1,
iPhone,"iPhone12,3",26.3,supports-original-timestamp-v1,
iPhone,"iPhone12,5",26.3,supports-original-timestamp-v1,
iPhone,"iPhone12,3",26.3,supports-incoming-fmd-v1,
iPhone,"iPhone12,5",26.3,supports-incoming-fmd-v1,
iPhone,"iPhone12,3",26.3,optionally-receive-typing-indicators,
iPhone,"iPhone12,5",26.3,optionally-receive-typing-indicators,
iPhone,"iPhone12,3",26.3,nicknames-version,
iPhone,"iPhone12,5",26.3,nicknames-version,
iPhone,"iPhone12,3",26.3,kt-version,5.0
iPhone,"iPhone12,5",26.3,kt-version,5.0
iPhone,"iPhone12,3",26.3,device-key-signature,
iPhone,"iPhone12,5",26.3,device-key-signature,
iPhone,"iPhone12,3",26.3,ec-version,1.0
iPhone,"iPhone12,5",26.3,ec-version,1.0
iPhone,"iPhone12,3",26.3,supports-protobuf-payload-data-v2,
iPhone,"iPhone12,5",26.3,supports-protobuf-payload-data-v2,
iPhone,"iPhone12,3",26.3,supports-heif,True
iPhone,"iPhone12,5",26.3,supports-heif,True
iPhone,"iPhone12,3",26.3,supports-hdr,
iPhone,"iPhone12,5",26.3,supports-hdr,
iPhone,"iPhone12,3",26.3,prefers-sdr,
iPhone,"iPhone12,5",26.3,prefers-sdr,
iPhone,"iPhone12,3",26.3,supports-qta,
iPhone,"iPhone12,5",26.3,supports-qta,
iPhone,"iPhone12,3",26.3,supports-modern-gft,
iPhone,"iPhone12,5",26.3,supports-modern-gft,
iPhone,"iPhone12,3",26.3,supports-co,
iPhone,"iPhone12,5",26.3,supports-co,
iPhone,"iPhone12,3",26.3,is-green-tea,
iPhone,"iPhone12,5",26.3,is-green-tea,
iPhone,"iPhone12,3",26.3,supports-sa-v1,
iPhone,"iPhone12,5",26.3,supports-sa-v1,
iPhone,"iPhone12,3",26.3,supports-dq-nr,
iPhone,"iPhone12,5",26.3,supports-dq-nr,
iPhone,"iPhone12,3",26.3,supports-rem,
iPhone,"iPhone12,5",26.3,supports-rem,
iPhone,"iPhone12,3",26.3,supports-shared-exp,
iPhone,"iPhone12,5",26.3,supports-shared-exp,
iPhone,"iPhone12,3",26.3,supports-st-er,
iPhone,"iPhone12,5",26.3,supports-st-er,
iPhone,"iPhone12,3",26.3,supports-family-invite-message-bubble,
iPhone,"iPhone12,5",26.3,supports-family-invite-message-bubble,
iPhone,"iPhone12,3",26.3,supports-maps-protocol-v5,
iPhone,"iPhone12,5",26.3,supports-maps-protocol-v5,
iPhone,"iPhone12,3",26.3,supports-hi-res-vid,
iPhone,"iPhone12,5",26.3,supports-hi-res-vid,
iPhone,"iPhone12,3",26.3,supports-live-translation,
iPhone,"iPhone12,5",26.3,supports-live-translation,
iPhone,"iPhone12,3",26.3,supports-mirage,
iPhone,"iPhone12,5",26.3,supports-mirage,
iPhone,"iPhone12,3",26.3,supports-nearby-facetime,
iPhone,"iPhone12,5",26.3,supports-nearby-facetime,
iPhone,"iPhone12,3",26.3,supports-emoji-stickers,
iPhone,"iPhone12,5",26.3,supports-emoji-stickers,
iPhone,"iPhone12,3",26.3,supports-sticker-editing,
iPhone,"iPhone12,5",26.3,supports-sticker-editing,
iPhone,"iPhone12,3",26.3,supports-transcript-backgrounds,
iPhone,"iPhone12,5",26.3,supports-transcript-backgrounds,
iPhone,"iPhone12,3",26.3,supports-polls,
iPhone,"iPhone12,5",26.3,supports-polls,
iPhone,"iPhone12,3",26.3,supports-lqm-hq,
iPhone,"iPhone12,5",26.3,supports-lqm-hq,
iPhone,"iPhone12,3",26.3,supports-group-apple-cash,
iPhone,"iPhone12,5",26.3,supports-group-apple-cash,
iPhone,"iPhone12,3",26.3,supports-ckv-enforcement,
iPhone,"iPhone12,5",26.3,supports-ckv-enforcement,
iPhone,"iPhone12,3",26.3,supports-gti,
iPhone,"iPhone12,5",26.3,supports-gti,
iPhone,"iPhone12,3",26.3,supports-aot,
iPhone,"iPhone12,5",26.3,supports-aot,
iPhone,"iPhone12,3",26.3,supports-key-sharing,
iPhone,"iPhone12,5",26.3,supports-key-sharing,
iPhone,"iPhone12,3",26.3,supports-harmony,
iPhone,"iPhone12,5",26.3,supports-harmony,
iPhone,"iPhone12,3",26.3,supports-activity-sharing-v1,True
iPhone,"iPhone12,5",26.3,supports-activity-sharing-v1,True
iPhone,"iPhone12,3",26.3,supports-manatee-for-apple-cash,
iPhone,"iPhone12,5",26.3,supports-manatee-for-apple-cash,
iPhone,"iPhone12,3",26.3,supports-region-for-apple-cash,
iPhone,"iPhone12,5",26.3,supports-region-for-apple-cash,
iPhone,"iPhone12,3",26.3,supports-fmd-v2,True
iPhone,"iPhone12,5",26.3,supports-fmd-v2,True
iPhone,"iPhone12,3",26.3,supports-fm-fence-v1,True
iPhone,"iPhone12,5",26.3,supports-fm-fence-v1,True
iPhone,"iPhone12,3",26.3,supports-secure-loc-v1,
iPhone,"iPhone12,5",26.3,supports-secure-loc-v1,
iPhone,"iPhone12,3",26.3,supports-zelkova,True
iPhone,"iPhone12,5",26.3,supports-zelkova,True
iPhone,"iPhone12,3",26.3,supports-people-ranging-v1,
iPhone,"iPhone12,5",26.3,supports-people-ranging-v1,
iPhone,"iPhone12,3",26.3,supports-beacon-sharing-v3,
iPhone,"iPhone12,5",26.3,supports-beacon-sharing-v3,
iPhone,"iPhone12,3",26.3,supports-manatee-activity-sharing,
iPhone,"iPhone12,5",26.3,supports-manatee-activity-sharing,
iPhone,"iPhone12,3",26.3,supports-queue-one-read-receipts-v3,
iPhone,"iPhone12,5",26.3,supports-queue-one-read-receipts-v3,
iPhone,"iPhone12,3",26.3,supports-uwb,True
iPhone,"iPhone12,5",26.3,supports-uwb,True
iPhone,"iPhone12,3",26.3,supports-gft-errors,
iPhone,"iPhone12,5",26.3,supports-gft-errors,
iPhone,"iPhone12,3",26.3,supports-gft-calls,
iPhone,"iPhone12,5",26.3,supports-gft-calls,
iPhone,"iPhone12,3",26.3,supports-hk-resident,
iPhone,"iPhone12,5",26.3,supports-hk-resident,
iPhone,"iPhone12,3",26.3,supports-maps-routing-path-leg,
iPhone,"iPhone12,5",26.3,supports-maps-routing-path-leg,
iPhone,"iPhone12,3",26.3,supports-maps-wgs84-elevation-model,
iPhone,"iPhone12,5",26.3,supports-maps-wgs84-elevation-model,
iPhone,"iPhone12,3",26.3,supports-beacon-sharing-v2,
iPhone,"iPhone12,5",26.3,supports-beacon-sharing-v2,
iPhone,"iPhone12,3",26.3,is-web-client,
iPhone,"iPhone12,5",26.3,is-web-client,
iPhone,"iPhone12,3",26.3,supports-beneficiary-invites,
iPhone,"iPhone12,5",26.3,supports-beneficiary-invites,
iPhone,"iPhone12,3",26.3,supports-people-request-messages,
iPhone,"iPhone12,5",26.3,supports-people-request-messages,
iPhone,"iPhone12,3",26.3,supports-avless,
iPhone,"iPhone12,5",26.3,supports-avless,
iPhone,"iPhone12,3",26.3,supports-maps-waypoint-route-sharing,
iPhone,"iPhone12,5",26.3,supports-maps-waypoint-route-sharing,
iPhone,"iPhone12,3",26.3,supports-cross-platform-sharing,
iPhone,"iPhone12,5",26.3,supports-cross-platform-sharing,
iPhone,"iPhone12,3",26.3,supports-self-one-to-one-invites,
iPhone,"iPhone12,5",26.3,supports-self-one-to-one-invites,
iPhone,"iPhone12,3",26.3,supports-people-request-messages-v2,
iPhone,"iPhone12,5",26.3,supports-people-request-messages-v2,
iPhone,"iPhone12,3",26.3,supports-askto,
iPhone,"iPhone12,5",26.3,supports-askto,
iPhone,"iPhone12,3",26.3,supports-askto-v2,
iPhone,"iPhone12,5",26.3,supports-askto-v2,
iPhone,"iPhone12,3",26.3,supports-askto-responseUI,
iPhone,"iPhone12,5",26.3,supports-askto-responseUI,
iPhone,"iPhone12,3",26.3,supports-significant-app-update,
iPhone,"iPhone12,5",26.3,supports-significant-app-update,
iPhone,"iPhone12,3",26.3,supports-hybrid-groups-v1,
iPhone,"iPhone12,5",26.3,supports-hybrid-groups-v1,
iPhone,"iPhone12,3",26.3,supports-findmy-plugin-messages,
iPhone,"iPhone12,5",26.3,supports-findmy-plugin-messages,
iPhone,"iPhone12,3",26.3,supports-sos-alerting,True
iPhone,"iPhone12,5",26.3,supports-sos-alerting,True
iPhone,"iPhone12,3",26.3,supports-people-request-messages-v3,
iPhone,"iPhone12,5",26.3,supports-people-request-messages-v3,
iPhone,"iPhone12,3",26.3,supports-recurring-payment-bubbles,
iPhone,"iPhone12,5",26.3,supports-recurring-payment-bubbles,
iPhone,"iPhone12,3",26.3,supports-gft-relay,
iPhone,"iPhone12,5",26.3,supports-gft-relay,
iPhone,"iPhone12,3",26.3,supports-group-photo-refresh-version,
iPhone,"iPhone12,5",26.3,supports-group-photo-refresh-version,
iPhone,"iPhone12,3",26.3,supports-ssrc,
iPhone,"iPhone12,5",26.3,supports-ssrc,
iPhone,"iPhone12,3",26.3,supports-emoji-tapbacks,
iPhone,"iPhone12,5",26.3,supports-emoji-tapbacks,
iPhone,"iPhone12,3",26.3,supports-send-later-messages,
iPhone,"iPhone12,5",26.3,supports-send-later-messages,
iPhone,"iPhone12,3",26.3,supports-restricted-guest,
iPhone,"iPhone12,5",26.3,supports-restricted-guest,
iPhone,"iPhone12,3",26.3,supports-adaptive-temperature-automations,
iPhone,"iPhone12,5",26.3,supports-adaptive-temperature-automations,
iPhone,"iPhone12,3",26.3,supports-emoji-images,
iPhone,"iPhone12,5",26.3,supports-emoji-images,
iPhone,"iPhone12,3",26.3,supports-stick-moji-backs,
iPhone,"iPhone12,5",26.3,supports-stick-moji-backs,
iPhone,"iPhone12,3",26.3,supports-high-quality-photo-file-sizes,
iPhone,"iPhone12,5",26.3,supports-high-quality-photo-file-sizes,
iPhone,"iPhone12,3",26.3,supports-stewie,False
iPhone,"iPhone12,5",26.3,supports-stewie,False
iPhone,"iPhone12,3",26.3,sender-key-message-version,
iPhone,"iPhone12,5",26.3,sender-key-message-version,
iPhone,"iPhone12,3",26.3,supports-remote-atv-signin,
iPhone,"iPhone12,5",26.3,supports-remote-atv-signin,
iPhone,"iPhone12,3",26.3,supports-sender-key-v1,
iPhone,"iPhone12,5",26.3,supports-sender-key-v1,
iPhone,"iPhone12,3",26.3,supports-uriless-membership-updates,
iPhone,"iPhone12,5",26.3,supports-uriless-membership-updates,
iPhone,"iPhone12,3",26.3,supports-sender-key-self-check,
iPhone,"iPhone12,5",26.3,supports-sender-key-self-check,
iPhone,"iPhone12,3",26.3,supports-recovery-contact-upsell,
iPhone,"iPhone12,5",26.3,supports-recovery-contact-upsell,
iPhone,"iPhone12,3",26.3,supports-user-driven-call-activation,
iPhone,"iPhone12,5",26.3,supports-user-driven-call-activation,
iPhone,"iPhone12,3",26.3,supports-legacy-contact-invites-v1,
iPhone,"iPhone12,5",26.3,supports-legacy-contact-invites-v1,
iPhone,"iPhone12,3",26.3,supports-legacy-contact-invites-v2,
iPhone,"iPhone12,5",26.3,supports-legacy-contact-invites-v2,
iPhone,"iPhone12,3",26.3,supports-legacy-contact-invites-v3,
iPhone,"iPhone12,5",26.3,supports-legacy-contact-invites-v3,
iPhone,"iPhone12,3",26.3,supports-calls-25,
iPhone,"iPhone12,5",26.3,supports-calls-25,
iPhone,"iPhone12,3",26.3,supports-introductions-v1,
iPhone,"iPhone12,5",26.3,supports-introductions-v1,
iPhone,"iPhone12,3",26.3,supports-rbm-chatbot,
iPhone,"iPhone12,5",26.3,supports-rbm-chatbot,
iPhone,"iPhone14,4",15.6,show-peer-errors,
iPhone,"iPhone14,4",15.6,is-c2k-equipment,
iPhone,"iPhone14,4",15.6,supports-inline-attachments,
iPhone,"iPhone14,4",15.6,supports-keep-receipts,
iPhone,"iPhone14,4",15.6,supports-location-sharing,
iPhone,"iPhone14,4",15.6,supports-media-v2,
iPhone,"iPhone14,4",15.6,supports-st-v1,
iPhone,"iPhone14,4",15.6,supports-ca-v1,
iPhone,"iPhone14,4",15.6,supports-be-v1,
iPhone,"iPhone14,4",15.6,supports-ack-v1,
iPhone,"iPhone14,4",15.6,supports-fsm-v1,
iPhone,"iPhone14,4",15.6,supports-fsm-v2,
iPhone,"iPhone14,4",15.6,supports-fsm-v3,
iPhone,"iPhone14,4",15.6,supports-ii-v1,
iPhone,"iPhone14,4",15.6,supports-impact-v1,
iPhone,"iPhone14,4",15.6,supports-update-attachments-v1,
iPhone,"iPhone14,4",15.6,supports-autoloopvideo-v1,
iPhone,"iPhone14,4",15.6,supports-photos-extension-v1,
iPhone,"iPhone14,4",15.6,supports-photos-extension-v2,
iPhone,"iPhone14,4",15.6,supports-screen-time-v2,
iPhone,"iPhone14,4",15.6,supports-live-delivery,
iPhone,"iPhone14,4",15.6,supports-audio-messaging-v2,
iPhone,"iPhone14,4",15.6,supports-animoji-v2,
iPhone,"iPhone14,4",15.6,supports-certified-delivery-v1,
iPhone,"iPhone14,4",15.6,supports-original-timestamp-v1,
iPhone,"iPhone14,4",15.6,supports-incoming-fmd-v1,
iPhone,"iPhone14,4",15.6,optionally-receive-typing-indicators,
iPhone,"iPhone14,4",15.6,nicknames-version,
iPhone,"iPhone14,4",15.6,kt-version,4.0
iPhone,"iPhone14,4",15.6,device-key-signature,
iPhone,"iPhone14,4",15.6,ec-version,1.0
iPhone,"iPhone14,4",15.6,supports-protobuf-payload-data-v2,
iPhone,"iPhone14,4",15.6,supports-heif,True
iPhone,"iPhone14,4",15.6,supports-hdr,
iPhone,"iPhone14,4",15.6,prefers-sdr,
iPhone,"iPhone14,4",15.6,supports-modern-gft,
iPhone,"iPhone14,4",15.6,supports-co,
iPhone,"iPhone14,4",15.6,is-green-tea,
iPhone,"iPhone14,4",15.6,supports-sa-v1,
iPhone,"iPhone14,4",15.6,supports-dq-nr,
iPhone,"iPhone14,4",15.6,supports-st-er,
iPhone,"iPhone14,4",15.6,supports-key-sharing,
iPhone,"iPhone14,4",15.6,supports-harmony,
iPhone,"iPhone14,4",15.6,supports-activity-sharing-v1,True
iPhone,"iPhone14,4",15.6,supports-manatee-for-apple-cash,
iPhone,"iPhone14,4",15.6,supports-region-for-apple-cash,
iPhone,"iPhone14,4",15.6,supports-fmd-v2,
iPhone,"iPhone14,4",15.6,supports-fm-fence-v1,True
iPhone,"iPhone14,4",15.6,supports-secure-loc-v1,
iPhone,"iPhone14,4",15.6,supports-uwb,True
iPhone,"iPhone14,4",15.6,supports-gft-errors,
iPhone,"iPhone14,4",15.6,supports-gft-calls,
iPhone,"iPhone14,4",15.6,supports-hk-resident,
iPhone,"iPhone14,4",15.6,supports-maps-routing-path-leg,
iPhone,"iPhone14,4",15.6,supports-beacon-sharing-v2,
iPhone,"iPhone14,4",15.6,is-web-client,
iPhone,"iPhone14,4",15.6,supports-beneficiary-invites,
iPad,iPad_Spring_2019,26.3,show-peer-errors,
iPad,iPad_Spring_2019,26.3,is-c2k-equipment,
iPad,iPad_Spring_2019,26.3,supports-inline-attachments,
iPad,iPad_Spring_2019,26.3,supports-keep-receipts,
iPad,iPad_Spring_2019,26.3,supports-location-sharing,
iPad,iPad_Spring_2019,26.3,supports-media-v2,
iPad,iPad_Spring_2019,26.3,supports-st-v1,
iPad,iPad_Spring_2019,26.3,supports-ca-v1,
iPad,iPad_Spring_2019,26.3,supports-be-v1,
iPad,iPad_Spring_2019,26.3,supports-ack-v1,
iPad,iPad_Spring_2019,26.3,supports-fsm-v1,
iPad,iPad_Spring_2019,26.3,supports-fsm-v2,
iPad,iPad_Spring_2019,26.3,supports-fsm-v3,
iPad,iPad_Spring_2019,26.3,supports-ii-v1,
iPad,iPad_Spring_2019,26.3,supports-impact-v1,
iPad,iPad_Spring_2019,26.3,supports-update-attachments-v1,
iPad,iPad_Spring_2019,26.3,supports-autoloopvideo-v1,
iPad,iPad_Spring_2019,26.3,supports-photos-extension-v1,
iPad,iPad_Spring_2019,26.3,supports-photos-extension-v2,
iPad,iPad_Spring_2019,26.3,supports-screen-time-v2,
iPad,iPad_Spring_2019,26.3,supports-live-delivery,
iPad,iPad_Spring_2019,26.3,supports-audio-messaging-v2,
iPad,iPad_Spring_2019,26.3,supports-animoji-v2,
iPad,iPad_Spring_2019,26.3,supports-certified-delivery-v1,
iPad,iPad_Spring_2019,26.3,supports-original-timestamp-v1,
iPad,iPad_Spring_2019,26.3,supports-incoming-fmd-v1,
iPad,iPad_Spring_2019,26.3,optionally-receive-typing-indicators,
iPad,iPad_Spring_2019,26.3,nicknames-version,
iPad,iPad_Spring_2019,26.3,kt-version,5.0
iPad,iPad_Spring_2019,26.3,device-key-signature,
iPad,iPad_Spring_2019,26.3,ec-version,1.0
iPad,iPad_Spring_2019,26.3,supports-protobuf-payload-data-v2,
iPad,iPad_Spring_2019,26.3,supports-heif,True
iPad,iPad_Spring_2019,26.3,supports-hdr,
iPad,iPad_Spring_2019,26.3,prefers-sdr,
iPad,iPad_Spring_2019,26.3,supports-qta,
iPad,iPad_Spring_2019,26.3,supports-modern-gft,
iPad,iPad_Spring_2019,26.3,supports-co,
iPad,iPad_Spring_2019,26.3,is-green-tea,
iPad,iPad_Spring_2019,26.3,supports-sa-v1,
iPad,iPad_Spring_2019,26.3,supports-dq-nr,
iPad,iPad_Spring_2019,26.3,supports-rem,
iPad,iPad_Spring_2019,26.3,supports-shared-exp,
iPad,iPad_Spring_2019,26.3,supports-st-er,
iPad,iPad_Spring_2019,26.3,supports-family-invite-message-bubble,
iPad,iPad_Spring_2019,26.3,supports-maps-protocol-v5,
iPad,iPad_Spring_2019,26.3,supports-hi-res-vid,
iPad,iPad_Spring_2019,26.3,supports-live-translation,
iPad,iPad_Spring_2019,26.3,supports-mirage,
iPad,iPad_Spring_2019,26.3,supports-nearby-facetime,
iPad,iPad_Spring_2019,26.3,supports-emoji-stickers,
iPad,iPad_Spring_2019,26.3,supports-sticker-editing,
iPad,iPad_Spring_2019,26.3,supports-transcript-backgrounds,
iPad,iPad_Spring_2019,26.3,supports-polls,
iPad,iPad_Spring_2019,26.3,supports-lqm-hq,
iPad,iPad_Spring_2019,26.3,supports-group-apple-cash,
iPad,iPad_Spring_2019,26.3,supports-ckv-enforcement,
iPad,iPad_Spring_2019,26.3,supports-gti,
iPad,iPad_Spring_2019,26.3,supports-aot,
iPad,iPad_Spring_2019,26.3,supports-key-sharing,
iPad,iPad_Spring_2019,26.3,supports-harmony,
iPad,iPad_Spring_2019,26.3,supports-activity-sharing-v1,
iPad,iPad_Spring_2019,26.3,supports-manatee-for-apple-cash,
iPad,iPad_Spring_2019,26.3,supports-region-for-apple-cash,
iPad,iPad_Spring_2019,26.3,supports-fmd-v2,True
iPad,iPad_Spring_2019,26.3,supports-fm-fence-v1,True
iPad,iPad_Spring_2019,26.3,supports-secure-loc-v1,
iPad,iPad_Spring_2019,26.3,supports-zelkova,True
iPad,iPad_Spring_2019,26.3,supports-people-ranging-v1,
iPad,iPad_Spring_2019,26.3,supports-beacon-sharing-v3,
iPad,iPad_Spring_2019,26.3,supports-manatee-activity-sharing,
iPad,iPad_Spring_2019,26.3,supports-queue-one-read-receipts-v3,
iPad,iPad_Spring_2019,26.3,supports-uwb,False
iPad,iPad_Spring_2019,26.3,supports-gft-errors,
iPad,iPad_Spring_2019,26.3,supports-gft-calls,
iPad,iPad_Spring_2019,26.3,supports-hk-resident,
iPad,iPad_Spring_2019,26.3,supports-maps-routing-path-leg,
iPad,iPad_Spring_2019,26.3,supports-maps-wgs84-elevation-model,
iPad,iPad_Spring_2019,26.3,supports-beacon-sharing-v2,
iPad,iPad_Spring_2019,26.3,is-web-client,
iPad,iPad_Spring_2019,26.3,supports-beneficiary-invites,
iPad,iPad_Spring_2019,26.3,supports-people-request-messages,
iPad,iPad_Spring_2019,26.3,supports-avless,
iPad,iPad_Spring_2019,26.3,supports-maps-waypoint-route-sharing,
iPad,iPad_Spring_2019,26.3,supports-cross-platform-sharing,
iPad,iPad_Spring_2019,26.3,supports-self-one-to-one-invites,
iPad,iPad_Spring_2019,26.3,supports-people-request-messages-v2,
iPad,iPad_Spring_2019,26.3,supports-askto,
iPad,iPad_Spring_2019,26.3,supports-askto-v2,
iPad,iPad_Spring_2019,26.3,supports-askto-responseUI,
iPad,iPad_Spring_2019,26.3,supports-significant-app-update,
iPad,iPad_Spring_2019,26.3,supports-hybrid-groups-v1,
iPad,iPad_Spring_2019,26.3,supports-findmy-plugin-messages,
iPad,iPad_Spring_2019,26.3,supports-sos-alerting,
iPad,iPad_Spring_2019,26.3,supports-people-request-messages-v3,
iPad,iPad_Spring_2019,26.3,supports-recurring-payment-bubbles,
iPad,iPad_Spring_2019,26.3,supports-gft-relay,
iPad,iPad_Spring_2019,26.3,supports-group-photo-refresh-version,
iPad,iPad_Spring_2019,26.3,supports-ssrc,
iPad,iPad_Spring_2019,26.3,supports-emoji-tapbacks,
iPad,iPad_Spring_2019,26.3,supports-send-later-messages,
iPad,iPad_Spring_2019,26.3,supports-restricted-guest,
iPad,iPad_Spring_2019,26.3,supports-adaptive-temperature-automations,
iPad,iPad_Spring_2019,26.3,supports-emoji-images,
iPad,iPad_Spring_2019,26.3,supports-stick-moji-backs,
iPad,iPad_Spring_2019,26.3,supports-high-quality-photo-file-sizes,
iPad,iPad_Spring_2019,26.3,supports-stewie,False
iPad,iPad_Spring_2019,26.3,sender-key-message-version,
iPad,iPad_Spring_2019,26.3,supports-remote-atv-signin,
iPad,iPad_Spring_2019,26.3,supports-sender-key-v1,
iPad,iPad_Spring_2019,26.3,supports-uriless-membership-updates,
iPad,iPad_Spring_2019,26.3,supports-sender-key-self-check,
iPad,iPad_Spring_2019,26.3,supports-recovery-contact-upsell,
iPad,iPad_Spring_2019,26.3,supports-user-driven-call-activation,
iPad,iPad_Spring_2019,26.3,supports-legacy-contact-invites-v1,
