device_type,os_version_key,name,typed_value
Mac,"(26, 3)",supports-live-translation,
Mac,"(26, 3)",supports-location-sharing,
Mac,"(26, 3)",supports-lqm-hq,
Mac,"(26, 3)",supports-manatee-activity-sharing,
Mac,"(26, 3)",supports-maps-protocol-v5,
Mac,"(26, 3)",supports-maps-routing-path-leg,
Mac,"(26, 3)",supports-maps-waypoint-route-sharing,
Mac,"(26, 3)",supports-maps-wgs84-elevation-model,
Mac,"(26, 3)",supports-media-v2,
Mac,"(26, 3)",supports-mirage,
Mac,"(26, 3)",supports-modern-gft,
Mac,"(26, 3)",supports-nearby-facetime,
Mac,"(26, 3)",supports-original-timestamp-v1,
Mac,"(26, 3)",supports-people-ranging-v1,
Mac,"(26, 3)",supports-people-request-messages,
Mac,"(26, 3)",supports-people-request-messages-v2,
Mac,"(26, 3)",supports-people-request-messages-v3,
Mac,"(26, 3)",supports-photos-extension-v1,
Mac,"(26, 3)",supports-photos-extension-v2,
Mac,"(26, 3)",supports-polls,
Mac,"(26, 3)",supports-protobuf-payload-data-v2,
Mac,"(26, 3)",supports-qta,
Mac,"(26, 3)",supports-queue-one-read-receipts-v3,
Mac,"(26, 3)",supports-rbm-chatbot,
Mac,"(26, 3)",supports-recovery-contact-upsell,
Mac,"(26, 3)",supports-recurring-payment-bubbles,
Mac,"(26, 3)",supports-rem,
Mac,"(26, 3)",supports-remote-atv-signin,
Mac,"(26, 3)",supports-restricted-guest,
Mac,"(26, 3)",supports-sa-v1,
Mac,"(26, 3)",supports-screen-time-v2,
Mac,"(26, 3)",supports-secure-loc-v1,
Mac,"(26, 3)",supports-self-one-to-one-invites,
Mac,"(26, 3)",supports-send-later-messages,
Mac,"(26, 3)",supports-sender-key-self-check,
Mac,"(26, 3)",supports-sender-key-v1,
Mac,"(26, 3)",supports-shared-exp,
Mac,"(26, 3)",supports-significant-app-update,
Mac,"(26, 3)",supports-sos-alerting,
Mac,"(26, 3)",supports-ssrc,
Mac,"(26, 3)",supports-st-er,
Mac,"(26, 3)",supports-st-v1,
Mac,"(26, 3)",supports-stewie,False
Mac,"(26, 3)",supports-stick-moji-backs,
Mac,"(26, 3)",supports-sticker-editing,
Mac,"(26, 3)",supports-transcript-backgrounds,
Mac,"(26, 3)",supports-update-attachments-v1,
Mac,"(26, 3)",supports-uriless-membership-updates,
Mac,"(26, 3)",supports-user-driven-call-activation,
Mac,"(26, 3)",supports-uwb,False
Mac,"(26, 3)",supports-zelkova,True
VisionPro,"(1, 0, 2)",device-key-signature,
VisionPro,"(1, 0, 2)",ec-version,1.0
VisionPro,"(1, 0, 2)",is-c2k-equipment,
VisionPro,"(1, 0, 2)",is-green-tea,
VisionPro,"(1, 0, 2)",is-web-client,
VisionPro,"(1, 0, 2)",kt-version,5.0
VisionPro,"(1, 0, 2)",nicknames-version,
VisionPro,"(1, 0, 2)",optionally-receive-typing-indicators,
VisionPro,"(1, 0, 2)",prefers-sdr,
VisionPro,"(1, 0, 2)",show-peer-errors,
VisionPro,"(1, 0, 2)",supports-ack-v1,
VisionPro,"(1, 0, 2)",supports-activity-sharing-v1,
VisionPro,"(1, 0, 2)",supports-animoji-v2,
VisionPro,"(1, 0, 2)",supports-askto,
VisionPro,"(1, 0, 2)",supports-audio-messaging-v2,
VisionPro,"(1, 0, 2)",supports-autoloopvideo-v1,
VisionPro,"(1, 0, 2)",supports-avless,
VisionPro,"(1, 0, 2)",supports-be-v1,
VisionPro,"(1, 0, 2)",supports-beacon-sharing-v2,
VisionPro,"(1, 0, 2)",supports-beacon-sharing-v3,
VisionPro,"(1, 0, 2)",supports-beneficiary-invites,
VisionPro,"(1, 0, 2)",supports-ca-v1,
VisionPro,"(1, 0, 2)",supports-certified-delivery-v1,
VisionPro,"(1, 0, 2)",supports-co,
VisionPro,"(1, 0, 2)",supports-cross-platform-sharing,
VisionPro,"(1, 0, 2)",supports-dq-nr,
VisionPro,"(1, 0, 2)",supports-emoji-stickers,
VisionPro,"(1, 0, 2)",supports-family-invite-message-bubble,
VisionPro,"(1, 0, 2)",supports-findmy-plugin-messages,
VisionPro,"(1, 0, 2)",supports-fm-fence-v1,
VisionPro,"(1, 0, 2)",supports-fmd-v2,
VisionPro,"(1, 0, 2)",supports-fsm-v1,
VisionPro,"(1, 0, 2)",supports-fsm-v2,
VisionPro,"(1, 0, 2)",supports-fsm-v3,
VisionPro,"(1, 0, 2)",supports-gft-calls,
VisionPro,"(1, 0, 2)",supports-gft-errors,
VisionPro,"(1, 0, 2)",supports-gft-relay,
VisionPro,"(1, 0, 2)",supports-harmony,
VisionPro,"(1, 0, 2)",supports-hdr,
VisionPro,"(1, 0, 2)",supports-heif,True
VisionPro,"(1, 0, 2)",supports-hi-res-vid,
VisionPro,"(1, 0, 2)",supports-hk-resident,
VisionPro,"(1, 0, 2)",supports-hybrid-groups-v1,
VisionPro,"(1, 0, 2)",supports-ii-v1,
VisionPro,"(1, 0, 2)",supports-impact-v1,
VisionPro,"(1, 0, 2)",supports-incoming-fmd-v1,
VisionPro,"(1, 0, 2)",supports-inline-attachments,
VisionPro,"(1, 0, 2)",supports-keep-receipts,
VisionPro,"(1, 0, 2)",supports-key-sharing,
VisionPro,"(1, 0, 2)",supports-live-delivery,
VisionPro,"(1, 0, 2)",supports-location-sharing,
VisionPro,"(1, 0, 2)",supports-manatee-for-apple-cash,
VisionPro,"(1, 0, 2)",supports-maps-protocol-v5,
VisionPro,"(1, 0, 2)",supports-maps-routing-path-leg,
VisionPro,"(1, 0, 2)",supports-maps-waypoint-route-sharing,
VisionPro,"(1, 0, 2)",supports-media-v2,
VisionPro,"(1, 0, 2)",supports-mirage,
VisionPro,"(1, 0, 2)",supports-modern-gft,
VisionPro,"(1, 0, 2)",supports-original-timestamp-v1,
VisionPro,"(1, 0, 2)",supports-people-ranging-v1,
VisionPro,"(1, 0, 2)",supports-people-request-messages,
VisionPro,"(1, 0, 2)",supports-people-request-messages-v2,
VisionPro,"(1, 0, 2)",supports-people-request-messages-v3,
VisionPro,"(1, 0, 2)",supports-photos-extension-v1,
VisionPro,"(1, 0, 2)",supports-photos-extension-v2,
VisionPro,"(1, 0, 2)",supports-protobuf-payload-data-v2,
VisionPro,"(1, 0, 2)",supports-recurring-payment-bubbles,
VisionPro,"(1, 0, 2)",supports-region-for-apple-cash,
VisionPro,"(1, 0, 2)",supports-rem,
VisionPro,"(1, 0, 2)",supports-sa-v1,
VisionPro,"(1, 0, 2)",supports-screen-time-v2,
VisionPro,"(1, 0, 2)",supports-secure-loc-v1,
VisionPro,"(1, 0, 2)",supports-self-one-to-one-invites,
VisionPro,"(1, 0, 2)",supports-shared-exp,
VisionPro,"(1, 0, 2)",supports-sos-alerting,
VisionPro,"(1, 0, 2)",supports-st-er,
VisionPro,"(1, 0, 2)",supports-st-v1,
VisionPro,"(1, 0, 2)",supports-sticker-editing,
VisionPro,"(1, 0, 2)",supports-update-attachments-v1,
VisionPro,"(1, 0, 2)",supports-uwb,False
VisionPro,"(1, 0, 2)",supports-zelkova,False
VisionPro,"(2, 0)",device-key-signature,
VisionPro,"(2, 0)",ec-version,1.0
VisionPro,"(2, 0)",is-c2k-equipment,
VisionPro,"(2, 0)",is-green-tea,
VisionPro,"(2, 0)",is-web-client,
VisionPro,"(2, 0)",kt-version,5.0
VisionPro,"(2, 0)",nicknames-version,
VisionPro,"(2, 0)",optionally-receive-typing-indicators,
VisionPro,"(2, 0)",prefers-sdr,
VisionPro,"(2, 0)",sender-key-message-version,
VisionPro,"(2, 0)",show-peer-errors,
VisionPro,"(2, 0)",supports-ack-v1,
VisionPro,"(2, 0)",supports-activity-sharing-v1,
VisionPro,"(2, 0)",supports-animoji-v2,
VisionPro,"(2, 0)",supports-askto,
VisionPro,"(2, 0)",supports-audio-messaging-v2,
VisionPro,"(2, 0)",supports-autoloopvideo-v1,
VisionPro,"(2, 0)",supports-avless,
VisionPro,"(2, 0)",supports-be-v1,
VisionPro,"(2, 0)",supports-beacon-sharing-v2,
VisionPro,"(2, 0)",supports-beacon-sharing-v3,
VisionPro,"(2, 0)",supports-beneficiary-invites,
VisionPro,"(2, 0)",supports-ca-v1,
VisionPro,"(2, 0)",supports-certified-delivery-v1,
VisionPro,"(2, 0)",supports-co,
VisionPro,"(2, 0)",supports-cross-platform-sharing,
VisionPro,"(2, 0)",supports-dq-nr,
VisionPro,"(2, 0)",supports-emoji-images,
VisionPro,"(2, 0)",supports-emoji-stickers,
VisionPro,"(2, 0)",supports-emoji-tapbacks,
VisionPro,"(2, 0)",supports-family-invite-message-bubble,
VisionPro,"(2, 0)",supports-findmy-plugin-messages,
VisionPro,"(2, 0)",supports-fm-fence-v1,
VisionPro,"(2, 0)",supports-fmd-v2,
VisionPro,"(2, 0)",supports-fsm-v1,
VisionPro,"(2, 0)",supports-fsm-v2,
VisionPro,"(2, 0)",supports-fsm-v3,
VisionPro,"(2, 0)",supports-gft-calls,
VisionPro,"(2, 0)",supports-gft-errors,
VisionPro,"(2, 0)",supports-gft-relay,
VisionPro,"(2, 0)",supports-group-photo-refresh-version,
VisionPro,"(2, 0)",supports-harmony,
VisionPro,"(2, 0)",supports-hdr,
VisionPro,"(2, 0)",supports-heif,True
VisionPro,"(2, 0)",supports-hi-res-vid,
VisionPro,"(2, 0)",supports-high-quality-photo-file-sizes,
VisionPro,"(2, 0)",supports-hk-resident,
VisionPro,"(2, 0)",supports-hybrid-groups-v1,
VisionPro,"(2, 0)",supports-ii-v1,
VisionPro,"(2, 0)",supports-impact-v1,
VisionPro,"(2, 0)",supports-incoming-fmd-v1,
VisionPro,"(2, 0)",supports-inline-attachments,
VisionPro,"(2, 0)",supports-keep-receipts,
VisionPro,"(2, 0)",supports-key-sharing,
VisionPro,"(2, 0)",supports-live-delivery,
VisionPro,"(2, 0)",supports-location-sharing,
VisionPro,"(2, 0)",supports-manatee-activity-sharing,
VisionPro,"(2, 0)",supports-manatee-for-apple-cash,
VisionPro,"(2, 0)",supports-maps-protocol-v5,
VisionPro,"(2, 0)",supports-maps-routing-path-leg,
VisionPro,"(2, 0)",supports-maps-waypoint-route-sharing,
VisionPro,"(2, 0)",supports-media-v2,
VisionPro,"(2, 0)",supports-mirage,
VisionPro,"(2, 0)",supports-modern-gft,
VisionPro,"(2, 0)",supports-original-timestamp-v1,
VisionPro,"(2, 0)",supports-people-ranging-v1,
VisionPro,"(2, 0)",supports-people-request-messages,
VisionPro,"(2, 0)",supports-people-request-messages-v2,
VisionPro,"(2, 0)",supports-people-request-messages-v3,
VisionPro,"(2, 0)",supports-photos-extension-v1,
VisionPro,"(2, 0)",supports-photos-extension-v2,
VisionPro,"(2, 0)",supports-protobuf-payload-data-v2,
VisionPro,"(2, 0)",supports-recurring-payment-bubbles,
VisionPro,"(2, 0)",supports-region-for-apple-cash,
VisionPro,"(2, 0)",supports-rem,
VisionPro,"(2, 0)",supports-remote-atv-signin,
VisionPro,"(2, 0)",supports-restricted-guest,
VisionPro,"(2, 0)",supports-sa-v1,
VisionPro,"(2, 0)",supports-screen-time-v2,
VisionPro,"(2, 0)",supports-secure-loc-v1,
VisionPro,"(2, 0)",supports-self-one-to-one-invites,
VisionPro,"(2, 0)",supports-send-later-messages,
VisionPro,"(2, 0)",supports-sender-key-v1,
VisionPro,"(2, 0)",supports-shared-exp,
VisionPro,"(2, 0)",supports-sos-alerting,
VisionPro,"(2, 0)",supports-ssrc,
VisionPro,"(2, 0)",supports-st-er,
VisionPro,"(2, 0)",supports-st-v1,
VisionPro,"(2, 0)",supports-stewie,False
VisionPro,"(2, 0)",supports-stick-moji-backs,
VisionPro,"(2, 0)",supports-sticker-editing,
VisionPro,"(2, 0)",supports-update-attachments-v1,
VisionPro,"(2, 0)",supports-uwb,False
VisionPro,"(2, 0)",supports-zelkova,False
VisionPro,"(26, 0)",device-key-signature,
VisionPro,"(26, 0)",ec-version,1.0
VisionPro,"(26, 0)",is-c2k-equipment,
VisionPro,"(26, 0)",is-green-tea,
VisionPro,"(26, 0)",is-web-client,
VisionPro,"(26, 0)",kt-version,5.0
VisionPro,"(26, 0)",nicknames-version,
VisionPro,"(26, 0)",optionally-receive-typing-indicators,
VisionPro,"(26, 0)",prefers-sdr,
VisionPro,"(26, 0)",sender-key-message-version,
VisionPro,"(26, 0)",show-peer-errors,
VisionPro,"(26, 0)",supports-ack-v1,
VisionPro,"(26, 0)",supports-activity-sharing-v1,
VisionPro,"(26, 0)",supports-adaptive-temperature-automations,
VisionPro,"(26, 0)",supports-animoji-v2,
VisionPro,"(26, 0)",supports-askto,
VisionPro,"(26, 0)",supports-askto-v2,
VisionPro,"(26, 0)",supports-audio-messaging-v2,
VisionPro,"(26, 0)",supports-autoloopvideo-v1,
VisionPro,"(26, 0)",supports-avless,
VisionPro,"(26, 0)",supports-be-v1,
VisionPro,"(26, 0)",supports-beacon-sharing-v2,
VisionPro,"(26, 0)",supports-beacon-sharing-v3,
VisionPro,"(26, 0)",supports-beneficiary-invites,
VisionPro,"(26, 0)",supports-ca-v1,
VisionPro,"(26, 0)",supports-calls-25,
VisionPro,"(26, 0)",supports-certified-delivery-v1,
VisionPro,"(26, 0)",supports-ckv-enforcement,
VisionPro,"(26, 0)",supports-co,
VisionPro,"(26, 0)",supports-cross-platform-sharing,
VisionPro,"(26, 0)",supports-dq-nr,
VisionPro,"(26, 0)",supports-emoji-images,
VisionPro,"(26, 0)",supports-emoji-stickers,
VisionPro,"(26, 0)",supports-emoji-tapbacks,
VisionPro,"(26, 0)",supports-family-invite-message-bubble,
VisionPro,"(26, 0)",supports-findmy-plugin-messages,
VisionPro,"(26, 0)",supports-fm-fence-v1,
VisionPro,"(26, 0)",supports-fmd-v2,True
VisionPro,"(26, 0)",supports-fsm-v1,
VisionPro,"(26, 0)",supports-fsm-v2,
VisionPro,"(26, 0)",supports-fsm-v3,
VisionPro,"(26, 0)",supports-gft-calls,
VisionPro,"(26, 0)",supports-gft-errors,
VisionPro,"(26, 0)",supports-gft-relay,
VisionPro,"(26, 0)",supports-group-apple-cash,
VisionPro,"(26, 0)",supports-group-photo-refresh-version,
VisionPro,"(26, 0)",supports-gti,
VisionPro,"(26, 0)",supports-harmony,
VisionPro,"(26, 0)",supports-hdr,
VisionPro,"(26, 0)",supports-heif,True
VisionPro,"(26, 0)",supports-hi-res-vid,
VisionPro,"(26, 0)",supports-high-quality-photo-file-sizes,
VisionPro,"(26, 0)",supports-hk-resident,
VisionPro,"(26, 0)",supports-hybrid-groups-v1,
VisionPro,"(26, 0)",supports-ii-v1,
VisionPro,"(26, 0)",supports-impact-v1,
VisionPro,"(26, 0)",supports-incoming-fmd-v1,
VisionPro,"(26, 0)",supports-inline-attachments,
VisionPro,"(26, 0)",supports-introductions-v1,
VisionPro,"(26, 0)",supports-keep-receipts,
VisionPro,"(26, 0)",supports-key-sharing,
VisionPro,"(26, 0)",supports-legacy-contact-invites-v1,
VisionPro,"(26, 0)",supports-legacy-contact-invites-v2,
VisionPro,"(26, 0)",supports-legacy-contact-invites-v3,
VisionPro,"(26, 0)",supports-live-delivery,
VisionPro,"(26, 0)",supports-live-translation,
VisionPro,"(26, 0)",supports-location-sharing,
VisionPro,"(26, 0)",supports-lqm-hq,
VisionPro,"(26, 0)",supports-manatee-activity-sharing,
VisionPro,"(26, 0)",supports-manatee-for-apple-cash,
VisionPro,"(26, 0)",supports-maps-protocol-v5,
VisionPro,"(26, 0)",supports-maps-routing-path-leg,
VisionPro,"(26, 0)",supports-maps-waypoint-route-sharing,
VisionPro,"(26, 0)",supports-maps-wgs84-elevation-model,
VisionPro,"(26, 0)",supports-media-v2,
VisionPro,"(26, 0)",supports-mirage,
VisionPro,"(26, 0)",supports-modern-gft,
VisionPro,"(26, 0)",supports-nearby-facetime,
VisionPro,"(26, 0)",supports-original-timestamp-v1,
VisionPro,"(26, 0)",supports-people-ranging-v1,
VisionPro,"(26, 0)",supports-people-request-messages,
VisionPro,"(26, 0)",supports-people-request-messages-v2,
VisionPro,"(26, 0)",supports-people-request-messages-v3,
VisionPro,"(26, 0)",supports-photos-extension-v1,
VisionPro,"(26, 0)",supports-photos-extension-v2,
VisionPro,"(26, 0)",supports-polls,
VisionPro,"(26, 0)",supports-protobuf-payload-data-v2,
VisionPro,"(26, 0)",supports-qta,
VisionPro,"(26, 0)",supports-queue-one-read-receipts,
VisionPro,"(26, 0)",supports-rbm-chatbot,
VisionPro,"(26, 0)",supports-recovery-contact-upsell,
VisionPro,"(26, 0)",supports-recurring-payment-bubbles,
VisionPro,"(26, 0)",supports-region-for-apple-cash,
VisionPro,"(26, 0)",supports-rem,
VisionPro,"(26, 0)",supports-remote-atv-signin,
VisionPro,"(26, 0)",supports-restricted-guest,
VisionPro,"(26, 0)",supports-sa-v1,
VisionPro,"(26, 0)",supports-screen-time-v2,
VisionPro,"(26, 0)",supports-secure-loc-v1,
VisionPro,"(26, 0)",supports-self-one-to-one-invites,
VisionPro,"(26, 0)",supports-send-later-messages,
VisionPro,"(26, 0)",supports-sender-key-self-check,
VisionPro,"(26, 0)",supports-sender-key-v1,
VisionPro,"(26, 0)",supports-shared-exp,
VisionPro,"(26, 0)",supports-sos-alerting,
VisionPro,"(26, 0)",supports-ssrc,
VisionPro,"(26, 0)",supports-st-er,
VisionPro,"(26, 0)",supports-st-v1,
VisionPro,"(26, 0)",supports-stewie,False
VisionPro,"(26, 0)",supports-stick-moji-backs,
VisionPro,"(26, 0)",supports-sticker-editing,
VisionPro,"(26, 0)",supports-transcript-backgrounds,
VisionPro,"(26, 0)",supports-update-attachments-v1,
VisionPro,"(26, 0)",supports-uriless-membership-updates,
VisionPro,"(26, 0)",supports-user-driven-call-activation,
VisionPro,"(26, 0)",supports-uwb,False
VisionPro,"(26, 0)",supports-zelkova,False
VisionPro,"(26, 3)",device-key-signature,
VisionPro,"(26, 3)",ec-version,1.0
VisionPro,"(26, 3)",is-c2k-equipment,
VisionPro,"(26, 3)",is-green-tea,
VisionPro,"(26, 3)",is-web-client,
VisionPro,"(26, 3)",kt-version,5.0
VisionPro,"(26, 3)",nicknames-version,
VisionPro,"(26, 3)",optionally-receive-typing-indicators,
VisionPro,"(26, 3)",prefers-sdr,
VisionPro,"(26, 3)",sender-key-message-version,
VisionPro,"(26, 3)",show-peer-errors,
VisionPro,"(26, 3)",supports-ack-v1,
VisionPro,"(26, 3)",supports-activity-sharing-v1,
VisionPro,"(26, 3)",supports-adaptive-temperature-automations,
VisionPro,"(26, 3)",supports-animoji-v2,
VisionPro,"(26, 3)",supports-askto,
VisionPro,"(26, 3)",supports-askto-responseUI,
VisionPro,"(26, 3)",supports-askto-v2,
VisionPro,"(26, 3)",supports-audio-messaging-v2,
VisionPro,"(26, 3)",supports-autoloopvideo-v1,
VisionPro,"(26, 3)",supports-avless,
VisionPro,"(26, 3)",supports-be-v1,
VisionPro,"(26, 3)",supports-beacon-sharing-v2,
VisionPro,"(26, 3)",supports-beacon-sharing-v3,
VisionPro,"(26, 3)",supports-beneficiary-invites,
VisionPro,"(26, 3)",supports-ca-v1,
VisionPro,"(26, 3)",supports-calls-25,
VisionPro,"(26, 3)",supports-certified-delivery-v1,
VisionPro,"(26, 3)",supports-ckv-enforcement,
VisionPro,"(26, 3)",supports-co,
VisionPro,"(26, 3)",supports-cross-platform-sharing,
VisionPro,"(26, 3)",supports-dq-nr,
VisionPro,"(26, 3)",supports-emoji-images,
VisionPro,"(26, 3)",supports-emoji-stickers,
VisionPro,"(26, 3)",supports-emoji-tapbacks,
VisionPro,"(26, 3)",supports-family-invite-message-bubble,
VisionPro,"(26, 3)",supports-findmy-plugin-messages,
VisionPro,"(26, 3)",supports-fm-fence-v1,
VisionPro,"(26, 3)",supports-fmd-v2,True
VisionPro,"(26, 3)",supports-fsm-v1,
VisionPro,"(26, 3)",supports-fsm-v2,
VisionPro,"(26, 3)",supports-fsm-v3,
VisionPro,"(26, 3)",supports-gft-calls,
VisionPro,"(26, 3)",supports-gft-errors,
VisionPro,"(26, 3)",supports-gft-relay,
VisionPro,"(26, 3)",supports-group-apple-cash,
VisionPro,"(26, 3)",supports-group-photo-refresh-version,
VisionPro,"(26, 3)",supports-gti,
VisionPro,"(26, 3)",supports-harmony,
VisionPro,"(26, 3)",supports-hdr,
VisionPro,"(26, 3)",supports-heif,True
VisionPro,"(26, 3)",supports-hi-res-vid,
VisionPro,"(26, 3)",supports-high-quality-photo-file-sizes,
VisionPro,"(26, 3)",supports-hk-resident,
VisionPro,"(26, 3)",supports-hybrid-groups-v1,
VisionPro,"(26, 3)",supports-ii-v1,
VisionPro,"(26, 3)",supports-impact-v1,
VisionPro,"(26, 3)",supports-incoming-fmd-v1,
VisionPro,"(26, 3)",supports-inline-attachments,
VisionPro,"(26, 3)",supports-introductions-v1,
VisionPro,"(26, 3)",supports-keep-receipts,
VisionPro,"(26, 3)",supports-key-sharing,
VisionPro,"(26, 3)",supports-legacy-contact-invites-v1,
VisionPro,"(26, 3)",supports-legacy-contact-invites-v2,
VisionPro,"(26, 3)",supports-legacy-contact-invites-v3,
VisionPro,"(26, 3)",supports-live-delivery,
VisionPro,"(26, 3)",supports-live-translation,
VisionPro,"(26, 3)",supports-location-sharing,
VisionPro,"(26, 3)",supports-lqm-hq,
VisionPro,"(26, 3)",supports-manatee-activity-sharing,
VisionPro,"(26, 3)",supports-manatee-for-apple-cash,
VisionPro,"(26, 3)",supports-maps-protocol-v5,
VisionPro,"(26, 3)",supports-maps-routing-path-leg,
VisionPro,"(26, 3)",supports-maps-waypoint-route-sharing,
VisionPro,"(26, 3)",supports-maps-wgs84-elevation-model,
VisionPro,"(26, 3)",supports-media-v2,
VisionPro,"(26, 3)",supports-mirage,
VisionPro,"(26, 3)",supports-modern-gft,
VisionPro,"(26, 3)",supports-nearby-facetime,
VisionPro,"(26, 3)",supports-original-timestamp-v1,
VisionPro,"(26, 3)",supports-people-ranging-v1,
VisionPro,"(26, 3)",supports-people-request-messages,
VisionPro,"(26, 3)",supports-people-request-messages-v2,
VisionPro,"(26, 3)",supports-people-request-messages-v3,
VisionPro,"(26, 3)",supports-photos-extension-v1,
VisionPro,"(26, 3)",supports-photos-extension-v2,
VisionPro,"(26, 3)",supports-polls,
VisionPro,"(26, 3)",supports-protobuf-payload-data-v2,
VisionPro,"(26, 3)",supports-qta,
VisionPro,"(26, 3)",supports-queue-one-read-receipts-v3,
VisionPro,"(26, 3)",supports-rbm-chatbot,
VisionPro,"(26, 3)",supports-recovery-contact-upsell,
VisionPro,"(26, 3)",supports-recurring-payment-bubbles,
VisionPro,"(26, 3)",supports-region-for-apple-cash,
VisionPro,"(26, 3)",supports-rem,
VisionPro,"(26, 3)",supports-remote-atv-signin,
VisionPro,"(26, 3)",supports-restricted-guest,
VisionPro,"(26, 3)",supports-sa-v1,
VisionPro,"(26, 3)",supports-screen-time-v2,
VisionPro,"(26, 3)",supports-secure-loc-v1,
VisionPro,"(26, 3)",supports-self-one-to-one-invites,
VisionPro,"(26, 3)",supports-send-later-messages,
VisionPro,"(26, 3)",supports-sender-key-self-check,
VisionPro,"(26, 3)",supports-sender-key-v1,
VisionPro,"(26, 3)",supports-shared-exp,
VisionPro,"(26, 3)",supports-significant-app-update,
VisionPro,"(26, 3)",supports-sos-alerting,
VisionPro,"(26, 3)",supports-ssrc,
VisionPro,"(26, 3)",supports-st-er,
VisionPro,"(26, 3)",supports-st-v1,
VisionPro,"(26, 3)",supports-stewie,False
VisionPro,"(26, 3)",supports-stick-moji-backs,
VisionPro,"(26, 3)",supports-sticker-editing,
VisionPro,"(26, 3)",supports-transcript-backgrounds,
VisionPro,"(26, 3)",supports-update-attachments-v1,
VisionPro,"(26, 3)",supports-uriless-membership-updates,
VisionPro,"(26, 3)",supports-user-driven-call-activation,
VisionPro,"(26, 3)",supports-uwb,False
VisionPro,"(26, 3)",supports-zelkova,False
iPad,"(11, 0, 1)",is-c2k-equipment,
iPad,"(11, 0, 1)",optionally-receive-typing-indicators,
iPad,"(11, 0, 1)",show-peer-errors,
iPad,"(11, 0, 1)",supports-ack-v1,
iPad,"(11, 0, 1)",supports-activity-sharing-v1,
iPad,"(11, 0, 1)",supports-autoloopvideo-v1,
iPad,"(11, 0, 1)",supports-be-v1,
iPad,"(11, 0, 1)",supports-ca-v1,
iPad,"(11, 0, 1)",supports-fsm-v1,
iPad,"(11, 0, 1)",supports-fsm-v2,
iPad,"(11, 0, 1)",supports-fsm-v3,
iPad,"(11, 0, 1)",supports-ii-v1,
iPad,"(11, 0, 1)",supports-impact-v1,
iPad,"(11, 0, 1)",supports-inline-attachments,
iPad,"(11, 0, 1)",supports-keep-receipts,
iPad,"(11, 0, 1)",supports-location-sharing,
iPad,"(11, 0, 1)",supports-media-v2,
iPad,"(11, 0, 1)",supports-st-v1,
iPad,"(11, 0, 1)",supports-update-attachments-v1,
iPad,"(12, 0)",is-c2k-equipment,
iPad,"(12, 0)",optionally-receive-typing-indicators,
iPad,"(12, 0)",show-peer-errors,
iPad,"(12, 0)",supports-ack-v1,
iPad,"(12, 0)",supports-activity-sharing-v1,
iPad,"(12, 0)",supports-autoloopvideo-v1,
iPad,"(12, 0)",supports-be-v1,
iPad,"(12, 0)",supports-ca-v1,
iPad,"(12, 0)",supports-fsm-v1,
iPad,"(12, 0)",supports-fsm-v2,
iPad,"(12, 0)",supports-fsm-v3,
iPad,"(12, 0)",supports-ii-v1,
iPad,"(12, 0)",supports-impact-v1,
iPad,"(12, 0)",supports-inline-attachments,
iPad,"(12, 0)",supports-keep-receipts,
iPad,"(12, 0)",supports-location-sharing,
iPad,"(12, 0)",supports-media-v2,
iPad,"(12, 0)",supports-photos-extension-v1,
iPad,"(12, 0)",supports-st-v1,
iPad,"(12, 0)",supports-update-attachments-v1,
iPad,"(13, 1)",ec-version,
iPad,"(13, 1)",is-c2k-equipment,
iPad,"(13, 1)",kt-version,
iPad,"(13, 1)",nicknames-version,
iPad,"(13, 1)",optionally-receive-typing-indicators,
iPad,"(13, 1)",show-peer-errors,
iPad,"(13, 1)",supports-ack-v1,
iPad,"(13, 1)",supports-activity-sharing-v1,
iPad,"(13, 1)",supports-animoji-v2,
iPad,"(13, 1)",supports-audio-messaging-v2,
iPad,"(13, 1)",supports-autoloopvideo-v1,
iPad,"(13, 1)",supports-be-v1,
iPad,"(13, 1)",supports-ca-v1,
iPad,"(13, 1)",supports-certified-delivery-v1,
iPad,"(13, 1)",supports-fsm-v1,
iPad,"(13, 1)",supports-fsm-v2,
iPad,"(13, 1)",supports-fsm-v3,
iPad,"(13, 1)",supports-ii-v1,
iPad,"(13, 1)",supports-impact-v1,
iPad,"(13, 1)",supports-incoming-fmd-v1,
iPad,"(13, 1)",supports-inline-attachments,
iPad,"(13, 1)",supports-keep-receipts,
iPad,"(13, 1)",supports-live-delivery,
iPad,"(13, 1)",supports-location-sharing,
iPad,"(13, 1)",supports-media-v2,
iPad,"(13, 1)",supports-original-timestamp-v1,
iPad,"(13, 1)",supports-photos-extension-v1,
iPad,"(13, 1)",supports-protobuf-payload-data-v1,
iPad,"(13, 1)",supports-screen-time-v2,
iPad,"(13, 1)",supports-st-v1,
iPad,"(13, 1)",supports-update-attachments-v1,
iPad,"(14, 0)",ec-version,1.0
iPad,"(14, 0)",is-c2k-equipment,
iPad,"(14, 0)",kt-version,4.0
iPad,"(14, 0)",nicknames-version,
iPad,"(14, 0)",optionally-receive-typing-indicators,
iPad,"(14, 0)",prefers-sdr,
iPad,"(14, 0)",show-peer-errors,
iPad,"(14, 0)",supports-ack-v1,
iPad,"(14, 0)",supports-activity-sharing-v1,
iPad,"(14, 0)",supports-animoji-v2,
iPad,"(14, 0)",supports-audio-messaging-v2,
iPad,"(14, 0)",supports-autoloopvideo-v1,
iPad,"(14, 0)",supports-be-v1,
