device_type,os_version_key,name,typed_value
iPad,"(26, 3)",supports-maps-protocol-v5,
iPad,"(26, 3)",supports-maps-routing-path-leg,
iPad,"(26, 3)",supports-maps-waypoint-route-sharing,
iPad,"(26, 3)",supports-maps-wgs84-elevation-model,
iPad,"(26, 3)",supports-media-v2,
iPad,"(26, 3)",supports-mirage,
iPad,"(26, 3)",supports-modern-gft,
iPad,"(26, 3)",supports-nearby-facetime,
iPad,"(26, 3)",supports-original-timestamp-v1,
iPad,"(26, 3)",supports-people-ranging-v1,
iPad,"(26, 3)",supports-people-request-messages,
iPad,"(26, 3)",supports-people-request-messages-v2,
iPad,"(26, 3)",supports-people-request-messages-v3,
iPad,"(26, 3)",supports-photos-extension-v1,
iPad,"(26, 3)",supports-photos-extension-v2,
iPad,"(26, 3)",supports-polls,
iPad,"(26, 3)",supports-protobuf-payload-data-v2,
iPad,"(26, 3)",supports-qta,
iPad,"(26, 3)",supports-queue-one-read-receipts-v3,
iPad,"(26, 3)",supports-rbm-chatbot,
iPad,"(26, 3)",supports-recovery-contact-upsell,
iPad,"(26, 3)",supports-recurring-payment-bubbles,
iPad,"(26, 3)",supports-region-for-apple-cash,
iPad,"(26, 3)",supports-rem,
iPad,"(26, 3)",supports-remote-atv-signin,
iPad,"(26, 3)",supports-restricted-guest,
iPad,"(26, 3)",supports-sa-v1,
iPad,"(26, 3)",supports-screen-time-v2,
iPad,"(26, 3)",supports-secure-loc-v1,
iPad,"(26, 3)",supports-self-one-to-one-invites,
iPad,"(26, 3)",supports-send-later-messages,
iPad,"(26, 3)",supports-sender-key-self-check,
iPad,"(26, 3)",supports-sender-key-v1,
iPad,"(26, 3)",supports-shared-exp,
iPad,"(26, 3)",supports-significant-app-update,
iPad,"(26, 3)",supports-sos-alerting,
iPad,"(26, 3)",supports-ssrc,
iPad,"(26, 3)",supports-st-er,
iPad,"(26, 3)",supports-st-v1,
iPad,"(26, 3)",supports-stewie,False
iPad,"(26, 3)",supports-stick-moji-backs,
iPad,"(26, 3)",supports-sticker-editing,
iPad,"(26, 3)",supports-transcript-backgrounds,
iPad,"(26, 3)",supports-update-attachments-v1,
iPad,"(26, 3)",supports-uriless-membership-updates,
iPad,"(26, 3)",supports-user-driven-call-activation,
iPad,"(26, 3)",supports-uwb,False
iPad,"(26, 3)",supports-zelkova,True
iPhone,"(12, 0)",is-c2k-equipment,
iPhone,"(12, 0)",optionally-receive-typing-indicators,
iPhone,"(12, 0)",show-peer-errors,
iPhone,"(12, 0)",supports-ack-v1,
iPhone,"(12, 0)",supports-activity-sharing-v1,True
iPhone,"(12, 0)",supports-autoloopvideo-v1,
iPhone,"(12, 0)",supports-be-v1,
iPhone,"(12, 0)",supports-ca-v1,
iPhone,"(12, 0)",supports-fsm-v1,
iPhone,"(12, 0)",supports-fsm-v2,
iPhone,"(12, 0)",supports-fsm-v3,
iPhone,"(12, 0)",supports-ii-v1,
iPhone,"(12, 0)",supports-impact-v1,
iPhone,"(12, 0)",supports-inline-attachments,
iPhone,"(12, 0)",supports-keep-receipts,
iPhone,"(12, 0)",supports-location-sharing,
iPhone,"(12, 0)",supports-media-v2,
iPhone,"(12, 0)",supports-photos-extension-v1,
iPhone,"(12, 0)",supports-st-v1,
iPhone,"(12, 0)",supports-update-attachments-v1,
iPhone,"(13, 0)",ec-version,
iPhone,"(13, 0)",is-c2k-equipment,
iPhone,"(13, 0)",kt-version,
iPhone,"(13, 0)",nicknames-version,
iPhone,"(13, 0)",optionally-receive-typing-indicators,
iPhone,"(13, 0)",show-peer-errors,
iPhone,"(13, 0)",supports-ack-v1,
iPhone,"(13, 0)",supports-activity-sharing-v1,True
iPhone,"(13, 0)",supports-animoji-v2,
iPhone,"(13, 0)",supports-audio-messaging-v2,
iPhone,"(13, 0)",supports-autoloopvideo-v1,
iPhone,"(13, 0)",supports-be-v1,
iPhone,"(13, 0)",supports-ca-v1,
iPhone,"(13, 0)",supports-certified-delivery-v1,
iPhone,"(13, 0)",supports-fsm-v1,
iPhone,"(13, 0)",supports-fsm-v2,
iPhone,"(13, 0)",supports-fsm-v3,
iPhone,"(13, 0)",supports-ii-v1,
iPhone,"(13, 0)",supports-impact-v1,
iPhone,"(13, 0)",supports-incoming-fmd-v1,
iPhone,"(13, 0)",supports-inline-attachments,
iPhone,"(13, 0)",supports-keep-receipts,
iPhone,"(13, 0)",supports-live-delivery,
iPhone,"(13, 0)",supports-location-sharing,
iPhone,"(13, 0)",supports-media-v2,
iPhone,"(13, 0)",supports-original-timestamp-v1,
iPhone,"(13, 0)",supports-photos-extension-v1,
iPhone,"(13, 0)",supports-screen-time-v2,
iPhone,"(13, 0)",supports-st-v1,
iPhone,"(13, 0)",supports-update-attachments-v1,
iPhone,"(14, 0)",ec-version,1.0
iPhone,"(14, 0)",is-c2k-equipment,
iPhone,"(14, 0)",kt-version,4.0
iPhone,"(14, 0)",nicknames-version,
iPhone,"(14, 0)",optionally-receive-typing-indicators,
iPhone,"(14, 0)",prefers-sdr,
iPhone,"(14, 0)",show-peer-errors,
iPhone,"(14, 0)",supports-ack-v1,
iPhone,"(14, 0)",supports-activity-sharing-v1,True
iPhone,"(14, 0)",supports-animoji-v2,
iPhone,"(14, 0)",supports-audio-messaging-v2,
iPhone,"(14, 0)",supports-autoloopvideo-v1,
iPhone,"(14, 0)",supports-be-v1,
iPhone,"(14, 0)",supports-ca-v1,
iPhone,"(14, 0)",supports-certified-delivery-v1,
iPhone,"(14, 0)",supports-fm-fence-v1,True
iPhone,"(14, 0)",supports-fmd-v2,
iPhone,"(14, 0)",supports-fsm-v1,
iPhone,"(14, 0)",supports-fsm-v2,
iPhone,"(14, 0)",supports-fsm-v3,
iPhone,"(14, 0)",supports-harmony,
iPhone,"(14, 0)",supports-hdr,False
iPhone,"(14, 0)",supports-heif,True
iPhone,"(14, 0)",supports-ii-v1,
iPhone,"(14, 0)",supports-impact-v1,
iPhone,"(14, 0)",supports-incoming-fmd-v1,
iPhone,"(14, 0)",supports-inline-attachments,
iPhone,"(14, 0)",supports-keep-receipts,
iPhone,"(14, 0)",supports-key-sharing,
iPhone,"(14, 0)",supports-live-delivery,
iPhone,"(14, 0)",supports-location-sharing,
iPhone,"(14, 0)",supports-manatee-for-apple-cash,
iPhone,"(14, 0)",supports-media-v2,
iPhone,"(14, 0)",supports-original-timestamp-v1,
iPhone,"(14, 0)",supports-photos-extension-v1,
iPhone,"(14, 0)",supports-protobuf-payload-data-v2,
iPhone,"(14, 0)",supports-region-for-apple-cash,
iPhone,"(14, 0)",supports-screen-time-v2,
iPhone,"(14, 0)",supports-st-v1,
iPhone,"(14, 0)",supports-update-attachments-v1,
iPhone,"(15, 0)",ec-version,1.0
iPhone,"(15, 0)",is-c2k-equipment,
iPhone,"(15, 0)",is-green-tea,
iPhone,"(15, 0)",kt-version,4.0
iPhone,"(15, 0)",nicknames-version,
iPhone,"(15, 0)",optionally-receive-typing-indicators,
iPhone,"(15, 0)",prefers-sdr,
iPhone,"(15, 0)",show-peer-errors,
iPhone,"(15, 0)",supports-ack-v1,
iPhone,"(15, 0)",supports-activity-sharing-v1,True
iPhone,"(15, 0)",supports-animoji-v2,
iPhone,"(15, 0)",supports-audio-messaging-v2,
iPhone,"(15, 0)",supports-autoloopvideo-v1,
iPhone,"(15, 0)",supports-be-v1,
iPhone,"(15, 0)",supports-beacon-sharing-v2,
iPhone,"(15, 0)",supports-ca-v1,
iPhone,"(15, 0)",supports-certified-delivery-v1,
iPhone,"(15, 0)",supports-co,
iPhone,"(15, 0)",supports-dq-nr,
iPhone,"(15, 0)",supports-fm-fence-v1,True
iPhone,"(15, 0)",supports-fmd-v2,
iPhone,"(15, 0)",supports-fsm-v1,
iPhone,"(15, 0)",supports-fsm-v2,
iPhone,"(15, 0)",supports-fsm-v3,
iPhone,"(15, 0)",supports-gft-calls,
iPhone,"(15, 0)",supports-gft-errors,
iPhone,"(15, 0)",supports-harmony,
iPhone,"(15, 0)",supports-hdr,
iPhone,"(15, 0)",supports-heif,True
iPhone,"(15, 0)",supports-hk-resident,
iPhone,"(15, 0)",supports-ii-v1,
iPhone,"(15, 0)",supports-impact-v1,
iPhone,"(15, 0)",supports-incoming-fmd-v1,
iPhone,"(15, 0)",supports-inline-attachments,
iPhone,"(15, 0)",supports-keep-receipts,
iPhone,"(15, 0)",supports-key-sharing,
iPhone,"(15, 0)",supports-live-delivery,
iPhone,"(15, 0)",supports-location-sharing,
iPhone,"(15, 0)",supports-manatee-for-apple-cash,
iPhone,"(15, 0)",supports-maps-routing-path-leg,
iPhone,"(15, 0)",supports-media-v2,
iPhone,"(15, 0)",supports-modern-gft,
iPhone,"(15, 0)",supports-original-timestamp-v1,
iPhone,"(15, 0)",supports-photos-extension-v1,
iPhone,"(15, 0)",supports-photos-extension-v2,
iPhone,"(15, 0)",supports-protobuf-payload-data-v2,
iPhone,"(15, 0)",supports-region-for-apple-cash,
iPhone,"(15, 0)",supports-sa-v1,
iPhone,"(15, 0)",supports-screen-time-v2,
iPhone,"(15, 0)",supports-secure-loc-v1,
iPhone,"(15, 0)",supports-st-v1,
iPhone,"(15, 0)",supports-update-attachments-v1,
iPhone,"(15, 0)",supports-uwb,True
iPhone,"(15, 4)",device-key-signature,
iPhone,"(15, 4)",ec-version,1.0
iPhone,"(15, 4)",is-c2k-equipment,
iPhone,"(15, 4)",is-green-tea,
iPhone,"(15, 4)",is-web-client,
iPhone,"(15, 4)",kt-version,4.0
iPhone,"(15, 4)",nicknames-version,
iPhone,"(15, 4)",optionally-receive-typing-indicators,
iPhone,"(15, 4)",prefers-sdr,
iPhone,"(15, 4)",show-peer-errors,
iPhone,"(15, 4)",supports-ack-v1,
iPhone,"(15, 4)",supports-activity-sharing-v1,True
iPhone,"(15, 4)",supports-animoji-v2,
iPhone,"(15, 4)",supports-audio-messaging-v2,
iPhone,"(15, 4)",supports-autoloopvideo-v1,
iPhone,"(15, 4)",supports-be-v1,
iPhone,"(15, 4)",supports-beacon-sharing-v2,
iPhone,"(15, 4)",supports-beneficiary-invites,
iPhone,"(15, 4)",supports-ca-v1,
iPhone,"(15, 4)",supports-certified-delivery-v1,
iPhone,"(15, 4)",supports-co,
iPhone,"(15, 4)",supports-dq-nr,
iPhone,"(15, 4)",supports-fm-fence-v1,True
iPhone,"(15, 4)",supports-fmd-v2,
iPhone,"(15, 4)",supports-fsm-v1,
iPhone,"(15, 4)",supports-fsm-v2,
iPhone,"(15, 4)",supports-fsm-v3,
iPhone,"(15, 4)",supports-gft-calls,
iPhone,"(15, 4)",supports-gft-errors,
iPhone,"(15, 4)",supports-harmony,
iPhone,"(15, 4)",supports-hdr,
iPhone,"(15, 4)",supports-heif,True
iPhone,"(15, 4)",supports-hk-resident,
iPhone,"(15, 4)",supports-ii-v1,
iPhone,"(15, 4)",supports-impact-v1,
iPhone,"(15, 4)",supports-incoming-fmd-v1,
iPhone,"(15, 4)",supports-inline-attachments,
iPhone,"(15, 4)",supports-keep-receipts,
iPhone,"(15, 4)",supports-key-sharing,
iPhone,"(15, 4)",supports-live-delivery,
iPhone,"(15, 4)",supports-location-sharing,
iPhone,"(15, 4)",supports-manatee-for-apple-cash,
iPhone,"(15, 4)",supports-maps-routing-path-leg,
iPhone,"(15, 4)",supports-media-v2,
iPhone,"(15, 4)",supports-modern-gft,
iPhone,"(15, 4)",supports-original-timestamp-v1,
iPhone,"(15, 4)",supports-photos-extension-v1,
iPhone,"(15, 4)",supports-photos-extension-v2,
iPhone,"(15, 4)",supports-protobuf-payload-data-v2,
iPhone,"(15, 4)",supports-region-for-apple-cash,
iPhone,"(15, 4)",supports-sa-v1,
iPhone,"(15, 4)",supports-screen-time-v2,
iPhone,"(15, 4)",supports-secure-loc-v1,
iPhone,"(15, 4)",supports-st-er,
iPhone,"(15, 4)",supports-st-v1,
iPhone,"(15, 4)",supports-update-attachments-v1,
iPhone,"(15, 4)",supports-uwb,True
iPhone,"(15, 5)",device-key-signature,
iPhone,"(15, 5)",ec-version,1.0
iPhone,"(15, 5)",is-c2k-equipment,
iPhone,"(15, 5)",is-green-tea,
iPhone,"(15, 5)",is-web-client,
iPhone,"(15, 5)",kt-version,4.0
iPhone,"(15, 5)",nicknames-version,
iPhone,"(15, 5)",optionally-receive-typing-indicators,
iPhone,"(15, 5)",prefers-sdr,
iPhone,"(15, 5)",show-peer-errors,
iPhone,"(15, 5)",supports-ack-v1,
iPhone,"(15, 5)",supports-activity-sharing-v1,True
iPhone,"(15, 5)",supports-animoji-v2,
iPhone,"(15, 5)",supports-audio-messaging-v2,
iPhone,"(15, 5)",supports-autoloopvideo-v1,
iPhone,"(15, 5)",supports-be-v1,
iPhone,"(15, 5)",supports-beacon-sharing-v2,
iPhone,"(15, 5)",supports-beneficiary-invites,
iPhone,"(15, 5)",supports-ca-v1,
iPhone,"(15, 5)",supports-certified-delivery-v1,
iPhone,"(15, 5)",supports-co,
iPhone,"(15, 5)",supports-dq-nr,
iPhone,"(15, 5)",supports-fm-fence-v1,True
iPhone,"(15, 5)",supports-fmd-v2,
iPhone,"(15, 5)",supports-fsm-v1,
iPhone,"(15, 5)",supports-fsm-v2,
iPhone,"(15, 5)",supports-fsm-v3,
iPhone,"(15, 5)",supports-gft-calls,
iPhone,"(15, 5)",supports-gft-errors,
iPhone,"(15, 5)",supports-harmony,
iPhone,"(15, 5)",supports-hdr,
iPhone,"(15, 5)",supports-heif,True
iPhone,"(15, 5)",supports-hk-resident,
iPhone,"(15, 5)",supports-ii-v1,
iPhone,"(15, 5)",supports-impact-v1,
iPhone,"(15, 5)",supports-incoming-fmd-v1,
iPhone,"(15, 5)",supports-inline-attachments,
iPhone,"(15, 5)",supports-keep-receipts,
iPhone,"(15, 5)",supports-key-sharing,
iPhone,"(15, 5)",supports-live-delivery,
iPhone,"(15, 5)",supports-location-sharing,
iPhone,"(15, 5)",supports-manatee-for-apple-cash,
iPhone,"(15, 5)",supports-maps-routing-path-leg,
iPhone,"(15, 5)",supports-media-v2,
iPhone,"(15, 5)",supports-modern-gft,
iPhone,"(15, 5)",supports-original-timestamp-v1,
iPhone,"(15, 5)",supports-photos-extension-v1,
iPhone,"(15, 5)",supports-photos-extension-v2,
iPhone,"(15, 5)",supports-protobuf-payload-data-v2,
iPhone,"(15, 5)",supports-region-for-apple-cash,
iPhone,"(15, 5)",supports-sa-v1,
iPhone,"(15, 5)",supports-screen-time-v2,
iPhone,"(15, 5)",supports-secure-loc-v1,
iPhone,"(15, 5)",supports-st-er,
iPhone,"(15, 5)",supports-st-v1,
iPhone,"(15, 5)",supports-update-attachments-v1,
iPhone,"(15, 5)",supports-uwb,True
iPhone,"(15, 6)",device-key-signature,
iPhone,"(15, 6)",ec-version,1.0
iPhone,"(15, 6)",is-c2k-equipment,
iPhone,"(15, 6)",is-green-tea,
iPhone,"(15, 6)",is-web-client,
iPhone,"(15, 6)",kt-version,4.0
iPhone,"(15, 6)",nicknames-version,
iPhone,"(15, 6)",optionally-receive-typing-indicators,
iPhone,"(15, 6)",prefers-sdr,
iPhone,"(15, 6)",show-peer-errors,
iPhone,"(15, 6)",supports-ack-v1,
iPhone,"(15, 6)",supports-activity-sharing-v1,True
iPhone,"(15, 6)",supports-animoji-v2,
iPhone,"(15, 6)",supports-audio-messaging-v2,
iPhone,"(15, 6)",supports-autoloopvideo-v1,
iPhone,"(15, 6)",supports-be-v1,
iPhone,"(15, 6)",supports-beacon-sharing-v2,
iPhone,"(15, 6)",supports-beneficiary-invites,
iPhone,"(15, 6)",supports-ca-v1,
iPhone,"(15, 6)",supports-certified-delivery-v1,
iPhone,"(15, 6)",supports-co,
iPhone,"(15, 6)",supports-dq-nr,
iPhone,"(15, 6)",supports-fm-fence-v1,True
iPhone,"(15, 6)",supports-fmd-v2,
iPhone,"(15, 6)",supports-fsm-v1,
iPhone,"(15, 6)",supports-fsm-v2,
iPhone,"(15, 6)",supports-fsm-v3,
iPhone,"(15, 6)",supports-gft-calls,
iPhone,"(15, 6)",supports-gft-errors,
iPhone,"(15, 6)",supports-harmony,
iPhone,"(15, 6)",supports-hdr,
iPhone,"(15, 6)",supports-heif,True
iPhone,"(15, 6)",supports-hk-resident,
iPhone,"(15, 6)",supports-ii-v1,
iPhone,"(15, 6)",supports-impact-v1,
iPhone,"(15, 6)",supports-incoming-fmd-v1,
iPhone,"(15, 6)",supports-inline-attachments,
iPhone,"(15, 6)",supports-keep-receipts,
iPhone,"(15, 6)",supports-key-sharing,
iPhone,"(15, 6)",supports-live-delivery,
iPhone,"(15, 6)",supports-location-sharing,
iPhone,"(15, 6)",supports-manatee-for-apple-cash,
iPhone,"(15, 6)",supports-maps-routing-path-leg,
iPhone,"(15, 6)",supports-media-v2,
iPhone,"(15, 6)",supports-modern-gft,
iPhone,"(15, 6)",supports-original-timestamp-v1,
iPhone,"(15, 6)",supports-photos-extension-v1,
iPhone,"(15, 6)",supports-photos-extension-v2,
iPhone,"(15, 6)",supports-protobuf-payload-data-v2,
iPhone,"(15, 6)",supports-region-for-apple-cash,
iPhone,"(15, 6)",supports-sa-v1,
iPhone,"(15, 6)",supports-screen-time-v2,
iPhone,"(15, 6)",supports-secure-loc-v1,
iPhone,"(15, 6)",supports-st-er,
iPhone,"(15, 6)",supports-st-v1,
iPhone,"(15, 6)",supports-update-attachments-v1,
iPhone,"(15, 6)",supports-uwb,True
iPhone,"(15, 7)",device-key-signature,
iPhone,"(15, 7)",ec-version,1.0
iPhone,"(15, 7)",is-c2k-equipment,
iPhone,"(15, 7)",is-green-tea,
iPhone,"(15, 7)",is-web-client,
iPhone,"(15, 7)",kt-version,4.0
iPhone,"(15, 7)",nicknames-version,
iPhone,"(15, 7)",optionally-receive-typing-indicators,
iPhone,"(15, 7)",prefers-sdr,
iPhone,"(15, 7)",show-peer-errors,
iPhone,"(15, 7)",supports-ack-v1,
iPhone,"(15, 7)",supports-activity-sharing-v1,True
iPhone,"(15, 7)",supports-animoji-v2,
iPhone,"(15, 7)",supports-audio-messaging-v2,
iPhone,"(15, 7)",supports-autoloopvideo-v1,
iPhone,"(15, 7)",supports-be-v1,
iPhone,"(15, 7)",supports-beacon-sharing-v2,
iPhone,"(15, 7)",supports-beneficiary-invites,
iPhone,"(15, 7)",supports-ca-v1,
iPhone,"(15, 7)",supports-certified-delivery-v1,
iPhone,"(15, 7)",supports-co,
iPhone,"(15, 7)",supports-dq-nr,
iPhone,"(15, 7)",supports-fm-fence-v1,True
iPhone,"(15, 7)",supports-fmd-v2,
iPhone,"(15, 7)",supports-fsm-v1,
iPhone,"(15, 7)",supports-fsm-v2,
iPhone,"(15, 7)",supports-fsm-v3,
iPhone,"(15, 7)",supports-gft-calls,
iPhone,"(15, 7)",supports-gft-errors,
iPhone,"(15, 7)",supports-harmony,
iPhone,"(15, 7)",supports-hdr,
iPhone,"(15, 7)",supports-heif,True
iPhone,"(15, 7)",supports-hk-resident,
iPhone,"(15, 7)",supports-ii-v1,
iPhone,"(15, 7)",supports-impact-v1,
iPhone,"(15, 7)",supports-incoming-fmd-v1,
iPhone,"(15, 7)",supports-inline-attachments,
iPhone,"(15, 7)",supports-keep-receipts,
iPhone,"(15, 7)",supports-key-sharing,
iPhone,"(15, 7)",supports-live-delivery,
iPhone,"(15, 7)",supports-location-sharing,
iPhone,"(15, 7)",supports-manatee-for-apple-cash,
iPhone,"(15, 7)",supports-maps-routing-path-leg,
iPhone,"(15, 7)",supports-media-v2,
iPhone,"(15, 7)",supports-modern-gft,
iPhone,"(15, 7)",supports-original-timestamp-v1,
iPhone,"(15, 7)",supports-photos-extension-v1,
iPhone,"(15, 7)",supports-photos-extension-v2,
iPhone,"(15, 7)",supports-protobuf-payload-data-v2,
iPhone,"(15, 7)",supports-region-for-apple-cash,
iPhone,"(15, 7)",supports-sa-v1,
iPhone,"(15, 7)",supports-screen-time-v2,
iPhone,"(15, 7)",supports-secure-loc-v1,
iPhone,"(15, 7)",supports-st-er,
iPhone,"(15, 7)",supports-st-v1,
iPhone,"(15, 7)",supports-update-attachments-v1,
iPhone,"(15, 7)",supports-uwb,True
iPhone,"(16, 0)",device-key-signature,
iPhone,"(16, 0)",ec-version,1.0
iPhone,"(16, 0)",is-c2k-equipment,
iPhone,"(16, 0)",is-green-tea,
iPhone,"(16, 0)",is-web-client,
iPhone,"(16, 0)",kt-version,4.0
iPhone,"(16, 0)",nicknames-version,
iPhone,"(16, 0)",optionally-receive-typing-indicators,
iPhone,"(16, 0)",prefers-sdr,
iPhone,"(16, 0)",show-peer-errors,
iPhone,"(16, 0)",supports-ack-v1,
iPhone,"(16, 0)",supports-activity-sharing-v1,True
iPhone,"(16, 0)",supports-animoji-v2,
iPhone,"(16, 0)",supports-audio-messaging-v2,
iPhone,"(16, 0)",supports-autoloopvideo-v1,
iPhone,"(16, 0)",supports-avless,
iPhone,"(16, 0)",supports-be-v1,
iPhone,"(16, 0)",supports-beacon-sharing-v2,
iPhone,"(16, 0)",supports-beneficiary-invites,
iPhone,"(16, 0)",supports-ca-v1,
iPhone,"(16, 0)",supports-certified-delivery-v1,
iPhone,"(16, 0)",supports-co,
iPhone,"(16, 0)",supports-cross-platform-sharing,
iPhone,"(16, 0)",supports-dq-nr,
iPhone,"(16, 0)",supports-family-invite-message-bubble,
iPhone,"(16, 0)",supports-fm-fence-v1,True
iPhone,"(16, 0)",supports-fmd-v2,
iPhone,"(16, 0)",supports-fsm-v1,
iPhone,"(16, 0)",supports-fsm-v2,
iPhone,"(16, 0)",supports-fsm-v3,
iPhone,"(16, 0)",supports-gft-calls,
iPhone,"(16, 0)",supports-gft-errors,
iPhone,"(16, 0)",supports-harmony,
iPhone,"(16, 0)",supports-hdr,False
iPhone,"(16, 0)",supports-heif,True
iPhone,"(16, 0)",supports-hk-resident,
iPhone,"(16, 0)",supports-ii-v1,
iPhone,"(16, 0)",supports-impact-v1,
iPhone,"(16, 0)",supports-incoming-fmd-v1,
iPhone,"(16, 0)",supports-inline-attachments,
iPhone,"(16, 0)",supports-keep-receipts,
iPhone,"(16, 0)",supports-key-sharing,
iPhone,"(16, 0)",supports-live-delivery,
iPhone,"(16, 0)",supports-location-sharing,
iPhone,"(16, 0)",supports-manatee-for-apple-cash,
iPhone,"(16, 0)",supports-maps-protocol-v5,
iPhone,"(16, 0)",supports-maps-routing-path-leg,
iPhone,"(16, 0)",supports-maps-waypoint-route-sharing,
iPhone,"(16, 0)",supports-media-v2,
iPhone,"(16, 0)",supports-mirage,
iPhone,"(16, 0)",supports-modern-gft,
iPhone,"(16, 0)",supports-original-timestamp-v1,
iPhone,"(16, 0)",supports-people-request-messages,
iPhone,"(16, 0)",supports-photos-extension-v1,
iPhone,"(16, 0)",supports-photos-extension-v2,
iPhone,"(16, 0)",supports-protobuf-payload-data-v2,
iPhone,"(16, 0)",supports-region-for-apple-cash,
iPhone,"(16, 0)",supports-rem,
iPhone,"(16, 0)",supports-sa-v1,
iPhone,"(16, 0)",supports-screen-time-v2,
iPhone,"(16, 0)",supports-secure-loc-v1,
iPhone,"(16, 0)",supports-self-one-to-one-invites,
iPhone,"(16, 0)",supports-shared-exp,
iPhone,"(16, 0)",supports-st-er,
iPhone,"(16, 0)",supports-st-v1,
iPhone,"(16, 0)",supports-update-attachments-v1,
iPhone,"(16, 0)",supports-uwb,True
iPhone,"(16, 1)",device-key-signature,
iPhone,"(16, 1)",ec-version,1.0
iPhone,"(16, 1)",is-c2k-equipment,
iPhone,"(16, 1)",is-green-tea,
iPhone,"(16, 1)",is-web-client,
iPhone,"(16, 1)",kt-version,4.0
iPhone,"(16, 1)",nicknames-version,
iPhone,"(16, 1)",optionally-receive-typing-indicators,
iPhone,"(16, 1)",prefers-sdr,
iPhone,"(16, 1)",show-peer-errors,
iPhone,"(16, 1)",supports-ack-v1,
iPhone,"(16, 1)",supports-activity-sharing-v1,True
iPhone,"(16, 1)",supports-animoji-v2,
iPhone,"(16, 1)",supports-audio-messaging-v2,
iPhone,"(16, 1)",supports-autoloopvideo-v1,
iPhone,"(16, 1)",supports-avless,
iPhone,"(16, 1)",supports-be-v1,
iPhone,"(16, 1)",supports-beacon-sharing-v2,
iPhone,"(16, 1)",supports-beneficiary-invites,
iPhone,"(16, 1)",supports-ca-v1,
iPhone,"(16, 1)",supports-certified-delivery-v1,
iPhone,"(16, 1)",supports-co,
iPhone,"(16, 1)",supports-cross-platform-sharing,
iPhone,"(16, 1)",supports-dq-nr,
iPhone,"(16, 1)",supports-family-invite-message-bubble,
iPhone,"(16, 1)",supports-fm-fence-v1,True
iPhone,"(16, 1)",supports-fmd-v2,
iPhone,"(16, 1)",supports-fsm-v1,
iPhone,"(16, 1)",supports-fsm-v2,
iPhone,"(16, 1)",supports-fsm-v3,
iPhone,"(16, 1)",supports-gft-calls,
iPhone,"(16, 1)",supports-gft-errors,
iPhone,"(16, 1)",supports-harmony,
iPhone,"(16, 1)",supports-hdr,
iPhone,"(16, 1)",supports-heif,True
iPhone,"(16, 1)",supports-hk-resident,
iPhone,"(16, 1)",supports-ii-v1,
iPhone,"(16, 1)",supports-impact-v1,
iPhone,"(16, 1)",supports-incoming-fmd-v1,
iPhone,"(16, 1)",supports-inline-attachments,
iPhone,"(16, 1)",supports-keep-receipts,
iPhone,"(16, 1)",supports-key-sharing,
iPhone,"(16, 1)",supports-live-delivery,
iPhone,"(16, 1)",supports-location-sharing,
iPhone,"(16, 1)",supports-manatee-for-apple-cash,
iPhone,"(16, 1)",supports-maps-protocol-v5,
iPhone,"(16, 1)",supports-maps-routing-path-leg,
iPhone,"(16, 1)",supports-maps-waypoint-route-sharing,
iPhone,"(16, 1)",supports-media-v2,
iPhone,"(16, 1)",supports-mirage,
iPhone,"(16, 1)",supports-modern-gft,
iPhone,"(16, 1)",supports-original-timestamp-v1,
iPhone,"(16, 1)",supports-people-request-messages,
iPhone,"(16, 1)",supports-photos-extension-v1,
iPhone,"(16, 1)",supports-photos-extension-v2,
iPhone,"(16, 1)",supports-protobuf-payload-data-v2,
iPhone,"(16, 1)",supports-region-for-apple-cash,
iPhone,"(16, 1)",supports-rem,
iPhone,"(16, 1)",supports-sa-v1,
iPhone,"(16, 1)",supports-screen-time-v2,
iPhone,"(16, 1)",supports-secure-loc-v1,
iPhone,"(16, 1)",supports-self-one-to-one-invites,
iPhone,"(16, 1)",supports-shared-exp,
iPhone,"(16, 1)",supports-st-er,
iPhone,"(16, 1)",supports-st-v1,
iPhone,"(16, 1)",supports-update-attachments-v1,
iPhone,"(16, 1)",supports-uwb,True
iPhone,"(16, 1, 2)",device-key-signature,
iPhone,"(16, 1, 2)",ec-version,1.0
iPhone,"(16, 1, 2)",is-c2k-equipment,
iPhone,"(16, 1, 2)",is-green-tea,
iPhone,"(16, 1, 2)",is-web-client,
iPhone,"(16, 1, 2)",kt-version,4.0
iPhone,"(16, 1, 2)",nicknames-version,
iPhone,"(16, 1, 2)",optionally-receive-typing-indicators,
iPhone,"(16, 1, 2)",prefers-sdr,
iPhone,"(16, 1, 2)",show-peer-errors,
iPhone,"(16, 1, 2)",supports-ack-v1,
iPhone,"(16, 1, 2)",supports-activity-sharing-v1,True
iPhone,"(16, 1, 2)",supports-animoji-v2,
iPhone,"(16, 1, 2)",supports-audio-messaging-v2,
iPhone,"(16, 1, 2)",supports-autoloopvideo-v1,
iPhone,"(16, 1, 2)",supports-avless,
iPhone,"(16, 1, 2)",supports-be-v1,
iPhone,"(16, 1, 2)",supports-beacon-sharing-v2,
iPhone,"(16, 1, 2)",supports-beneficiary-invites,
iPhone,"(16, 1, 2)",supports-ca-v1,
iPhone,"(16, 1, 2)",supports-certified-delivery-v1,
iPhone,"(16, 1, 2)",supports-co,
iPhone,"(16, 1, 2)",supports-cross-platform-sharing,
iPhone,"(16, 1, 2)",supports-dq-nr,
