,device_type,name,first_os_version,first_os_version_key,last_os_version,last_os_version_key
309,iPad,supports-manatee-for-apple-cash,14.0,"(14, 0)",26.3,"(26, 3)"
310,iPad,supports-maps-protocol-v5,16.1,"(16, 1)",26.3,"(26, 3)"
311,iPad,supports-maps-routing-path-leg,15.0,"(15, 0)",26.3,"(26, 3)"
312,iPad,supports-maps-waypoint-route-sharing,16.1,"(16, 1)",26.3,"(26, 3)"
313,iPad,supports-maps-wgs84-elevation-model,26.0,"(26, 0)",26.3,"(26, 3)"
314,iPad,supports-media-v2,11.0.1,"(11, 0, 1)",26.3,"(26, 3)"
315,iPad,supports-mirage,16.1,"(16, 1)",26.3,"(26, 3)"
316,iPad,supports-modern-gft,15.0,"(15, 0)",26.3,"(26, 3)"
317,iPad,supports-nearby-facetime,26.0,"(26, 0)",26.3,"(26, 3)"
318,iPad,supports-original-timestamp-v1,13.1,"(13, 1)",26.3,"(26, 3)"
319,iPad,supports-people-ranging-v1,17.0,"(17, 0)",26.3,"(26, 3)"
320,iPad,supports-people-request-messages,16.1,"(16, 1)",26.3,"(26, 3)"
321,iPad,supports-people-request-messages-v2,17.0,"(17, 0)",26.3,"(26, 3)"
322,iPad,supports-people-request-messages-v3,17.0,"(17, 0)",26.3,"(26, 3)"
323,iPad,supports-photos-extension-v1,12.0,"(12, 0)",26.3,"(26, 3)"
324,iPad,supports-photos-extension-v2,15.0,"(15, 0)",26.3,"(26, 3)"
325,iPad,supports-polls,26.0,"(26, 0)",26.3,"(26, 3)"
326,iPad,supports-protobuf-payload-data-v1,13.1,"(13, 1)",13.1,"(13, 1)"
327,iPad,supports-protobuf-payload-data-v2,14.0,"(14, 0)",26.3,"(26, 3)"
328,iPad,supports-qta,18.7.1,"(18, 7, 1)",26.3,"(26, 3)"
329,iPad,supports-queue-one-read-receipts,26.0,"(26, 0)",26.0,"(26, 0)"
330,iPad,supports-queue-one-read-receipts-v3,26.2,"(26, 2)",26.3,"(26, 3)"
331,iPad,supports-rbm-chatbot,18.4,"(18, 4)",26.3,"(26, 3)"
332,iPad,supports-recovery-contact-upsell,18.4,"(18, 4)",26.3,"(26, 3)"
333,iPad,supports-recurring-payment-bubbles,17.0,"(17, 0)",26.3,"(26, 3)"
334,iPad,supports-region-for-apple-cash,14.0,"(14, 0)",26.3,"(26, 3)"
335,iPad,supports-rem,16.1,"(16, 1)",26.3,"(26, 3)"
336,iPad,supports-remote-atv-signin,18.0,"(18, 0)",26.3,"(26, 3)"
337,iPad,supports-restricted-guest,18.0,"(18, 0)",26.3,"(26, 3)"
338,iPad,supports-sa-v1,15.0,"(15, 0)",26.3,"(26, 3)"
339,iPad,supports-screen-time-v2,13.1,"(13, 1)",26.3,"(26, 3)"
340,iPad,supports-secure-loc-v1,15.0,"(15, 0)",26.3,"(26, 3)"
341,iPad,supports-self-one-to-one-invites,16.1,"(16, 1)",26.3,"(26, 3)"
342,iPad,supports-send-later-messages,18.0,"(18, 0)",26.3,"(26, 3)"
343,iPad,supports-sender-key-self-check,18.4,"(18, 4)",26.3,"(26, 3)"
344,iPad,supports-sender-key-v1,18.0,"(18, 0)",26.3,"(26, 3)"
345,iPad,supports-shared-exp,16.1,"(16, 1)",26.3,"(26, 3)"
346,iPad,supports-significant-app-update,26.2,"(26, 2)",26.3,"(26, 3)"
347,iPad,supports-sos-alerting,17.0,"(17, 0)",26.3,"(26, 3)"
348,iPad,supports-ssrc,18.0,"(18, 0)",26.3,"(26, 3)"
349,iPad,supports-st-er,16.1,"(16, 1)",26.3,"(26, 3)"
350,iPad,supports-st-v1,11.0.1,"(11, 0, 1)",26.3,"(26, 3)"
351,iPad,supports-stewie,18.0,"(18, 0)",26.3,"(26, 3)"
352,iPad,supports-stick-moji-backs,18.0,"(18, 0)",26.3,"(26, 3)"
353,iPad,supports-sticker-editing,17.0,"(17, 0)",26.3,"(26, 3)"
354,iPad,supports-transcript-backgrounds,26.0,"(26, 0)",26.3,"(26, 3)"
355,iPad,supports-update-attachments-v1,11.0.1,"(11, 0, 1)",26.3,"(26, 3)"
356,iPad,supports-uriless-membership-updates,26.0,"(26, 0)",26.3,"(26, 3)"
357,iPad,supports-user-driven-call-activation,18.4,"(18, 4)",26.3,"(26, 3)"
358,iPad,supports-uwb,15.0,"(15, 0)",26.3,"(26, 3)"
359,iPad,supports-zelkova,17.0,"(17, 0)",26.3,"(26, 3)"
360,iPhone,device-key-signature,15.4,"(15, 4)",26.3,"(26, 3)"
361,iPhone,ec-version,13.0,"(13, 0)",26.3,"(26, 3)"
362,iPhone,is-c2k-equipment,12.0,"(12, 0)",26.3,"(26, 3)"
363,iPhone,is-green-tea,15.0,"(15, 0)",26.3,"(26, 3)"
364,iPhone,is-web-client,15.4,"(15, 4)",26.3,"(26, 3)"
365,iPhone,kt-version,13.0,"(13, 0)",26.3,"(26, 3)"
366,iPhone,nicknames-version,13.0,"(13, 0)",26.3,"(26, 3)"
367,iPhone,optionally-receive-typing-indicators,12.0,"(12, 0)",26.3,"(26, 3)"
368,iPhone,prefers-sdr,14.0,"(14, 0)",26.3,"(26, 3)"
369,iPhone,sender-key-message-version,18.0,"(18, 0)",26.3,"(26, 3)"
370,iPhone,show-peer-errors,12.0,"(12, 0)",26.3,"(26, 3)"
371,iPhone,supports-ack-v1,12.0,"(12, 0)",26.3,"(26, 3)"
372,iPhone,supports-activity-sharing-v1,12.0,"(12, 0)",26.3,"(26, 3)"
373,iPhone,supports-adaptive-temperature-automations,26.0,"(26, 0)",26.3,"(26, 3)"
374,iPhone,supports-animoji-v2,13.0,"(13, 0)",26.3,"(26, 3)"
375,iPhone,supports-aot,26.0,"(26, 0)",26.3,"(26, 3)"
376,iPhone,supports-askto,17.0,"(17, 0)",26.3,"(26, 3)"
377,iPhone,supports-askto-responseUI,26.1,"(26, 1)",26.3,"(26, 3)"
378,iPhone,supports-askto-v2,26.0,"(26, 0)",26.3,"(26, 3)"
379,iPhone,supports-audio-messaging-v2,13.0,"(13, 0)",26.3,"(26, 3)"
380,iPhone,supports-autoloopvideo-v1,12.0,"(12, 0)",26.3,"(26, 3)"
381,iPhone,supports-avless,16.0,"(16, 0)",26.3,"(26, 3)"
382,iPhone,supports-be-v1,12.0,"(12, 0)",26.3,"(26, 3)"
383,iPhone,supports-beacon-sharing-v2,15.0,"(15, 0)",26.3,"(26, 3)"
384,iPhone,supports-beacon-sharing-v3,17.0,"(17, 0)",26.3,"(26, 3)"
385,iPhone,supports-beneficiary-invites,15.4,"(15, 4)",26.3,"(26, 3)"
386,iPhone,supports-ca-v1,12.0,"(12, 0)",26.3,"(26, 3)"
387,iPhone,supports-calls-25,26.0,"(26, 0)",26.3,"(26, 3)"
388,iPhone,supports-certified-delivery-v1,13.0,"(13, 0)",26.3,"(26, 3)"
389,iPhone,supports-ckv-enforcement,26.0,"(26, 0)",26.3,"(26, 3)"
390,iPhone,supports-co,15.0,"(15, 0)",26.3,"(26, 3)"
391,iPhone,supports-cross-platform-sharing,16.0,"(16, 0)",26.3,"(26, 3)"
392,iPhone,supports-dq-nr,15.0,"(15, 0)",26.3,"(26, 3)"
393,iPhone,supports-emoji-images,18.0,"(18, 0)",26.3,"(26, 3)"
394,iPhone,supports-emoji-stickers,17.0,"(17, 0)",26.3,"(26, 3)"
395,iPhone,supports-emoji-tapbacks,18.0,"(18, 0)",26.3,"(26, 3)"
396,iPhone,supports-family-invite-message-bubble,16.0,"(16, 0)",26.3,"(26, 3)"
397,iPhone,supports-findmy-plugin-messages,17.0,"(17, 0)",26.3,"(26, 3)"
398,iPhone,supports-fm-fence-v1,14.0,"(14, 0)",26.3,"(26, 3)"
399,iPhone,supports-fmd-v2,14.0,"(14, 0)",26.3,"(26, 3)"
400,iPhone,supports-fsm-v1,12.0,"(12, 0)",26.3,"(26, 3)"
401,iPhone,supports-fsm-v2,12.0,"(12, 0)",26.3,"(26, 3)"
402,iPhone,supports-fsm-v3,12.0,"(12, 0)",26.3,"(26, 3)"
403,iPhone,supports-gft-calls,15.0,"(15, 0)",26.3,"(26, 3)"
404,iPhone,supports-gft-errors,15.0,"(15, 0)",26.3,"(26, 3)"
405,iPhone,supports-gft-relay,17.0,"(17, 0)",26.3,"(26, 3)"
406,iPhone,supports-group-apple-cash,26.0,"(26, 0)",26.3,"(26, 3)"
407,iPhone,supports-group-photo-refresh-version,17.4,"(17, 4)",26.3,"(26, 3)"
408,iPhone,supports-gti,26.0,"(26, 0)",26.3,"(26, 3)"
409,iPhone,supports-harmony,14.0,"(14, 0)",26.3,"(26, 3)"
410,iPhone,supports-hdr,14.0,"(14, 0)",26.3,"(26, 3)"
411,iPhone,supports-heif,14.0,"(14, 0)",26.3,"(26, 3)"
412,iPhone,supports-hi-res-vid,17.0,"(17, 0)",26.3,"(26, 3)"
413,iPhone,supports-high-quality-photo-file-sizes,18.0,"(18, 0)",26.3,"(26, 3)"
414,iPhone,supports-hk-resident,15.0,"(15, 0)",26.3,"(26, 3)"
415,iPhone,supports-hybrid-groups-v1,17.0,"(17, 0)",26.3,"(26, 3)"
416,iPhone,supports-ii-v1,12.0,"(12, 0)",26.3,"(26, 3)"
417,iPhone,supports-impact-v1,12.0,"(12, 0)",26.3,"(26, 3)"
418,iPhone,supports-incoming-fmd-v1,13.0,"(13, 0)",26.3,"(26, 3)"
419,iPhone,supports-inline-attachments,12.0,"(12, 0)",26.3,"(26, 3)"
420,iPhone,supports-introductions-v1,26.0,"(26, 0)",26.3,"(26, 3)"
421,iPhone,supports-keep-receipts,12.0,"(12, 0)",26.3,"(26, 3)"
422,iPhone,supports-key-sharing,14.0,"(14, 0)",26.3,"(26, 3)"
423,iPhone,supports-legacy-contact-invites-v1,18.4,"(18, 4)",26.3,"(26, 3)"
424,iPhone,supports-legacy-contact-invites-v2,26.0,"(26, 0)",26.3,"(26, 3)"
425,iPhone,supports-legacy-contact-invites-v3,26.0,"(26, 0)",26.3,"(26, 3)"
426,iPhone,supports-live-delivery,13.0,"(13, 0)",26.3,"(26, 3)"
427,iPhone,supports-live-translation,26.0,"(26, 0)",26.3,"(26, 3)"
428,iPhone,supports-location-sharing,12.0,"(12, 0)",26.3,"(26, 3)"
429,iPhone,supports-lqm-hq,26.0,"(26, 0)",26.3,"(26, 3)"
430,iPhone,supports-manatee-activity-sharing,18.0,"(18, 0)",26.3,"(26, 3)"
431,iPhone,supports-manatee-for-apple-cash,14.0,"(14, 0)",26.3,"(26, 3)"
432,iPhone,supports-maps-protocol-v5,16.0,"(16, 0)",26.3,"(26, 3)"
433,iPhone,supports-maps-routing-path-leg,15.0,"(15, 0)",26.3,"(26, 3)"
434,iPhone,supports-maps-waypoint-route-sharing,16.0,"(16, 0)",26.3,"(26, 3)"
435,iPhone,supports-maps-wgs84-elevation-model,26.0,"(26, 0)",26.3,"(26, 3)"
436,iPhone,supports-media-v2,12.0,"(12, 0)",26.3,"(26, 3)"
437,iPhone,supports-mirage,16.0,"(16, 0)",26.3,"(26, 3)"
438,iPhone,supports-modern-gft,15.0,"(15, 0)",26.3,"(26, 3)"
439,iPhone,supports-nearby-facetime,26.0,"(26, 0)",26.3,"(26, 3)"
440,iPhone,supports-original-timestamp-v1,13.0,"(13, 0)",26.3,"(26, 3)"
441,iPhone,supports-people-ranging-v1,17.0,"(17, 0)",26.3,"(26, 3)"
442,iPhone,supports-people-request-messages,16.0,"(16, 0)",26.3,"(26, 3)"
443,iPhone,supports-people-request-messages-v2,16.2,"(16, 2)",26.3,"(26, 3)"
444,iPhone,supports-people-request-messages-v3,16.4,"(16, 4)",26.3,"(26, 3)"
445,iPhone,supports-photos-extension-v1,12.0,"(12, 0)",26.3,"(26, 3)"
446,iPhone,supports-photos-extension-v2,15.0,"(15, 0)",26.3,"(26, 3)"
447,iPhone,supports-polls,26.0,"(26, 0)",26.3,"(26, 3)"
448,iPhone,supports-protobuf-payload-data-v2,14.0,"(14, 0)",26.3,"(26, 3)"
449,iPhone,supports-qta,18.6,"(18, 6)",26.3,"(26, 3)"
450,iPhone,supports-queue-one-read-receipts,26.0,"(26, 0)",26.1,"(26, 1)"
451,iPhone,supports-queue-one-read-receipts-v2,26.1,"(26, 1)",26.1,"(26, 1)"
452,iPhone,supports-queue-one-read-receipts-v3,26.2,"(26, 2)",26.3,"(26, 3)"
453,iPhone,supports-rbm-chatbot,18.4,"(18, 4)",26.3,"(26, 3)"
454,iPhone,supports-recovery-contact-upsell,18.2,"(18, 2)",26.3,"(26, 3)"
455,iPhone,supports-recurring-payment-bubbles,17.0,"(17, 0)",26.3,"(26, 3)"
456,iPhone,supports-region-for-apple-cash,14.0,"(14, 0)",26.3,"(26, 3)"
457,iPhone,supports-rem,16.0,"(16, 0)",26.3,"(26, 3)"
458,iPhone,supports-remote-atv-signin,18.0,"(18, 0)",26.3,"(26, 3)"
459,iPhone,supports-restricted-guest,18.0,"(18, 0)",26.3,"(26, 3)"
460,iPhone,supports-sa-v1,15.0,"(15, 0)",26.3,"(26, 3)"
461,iPhone,supports-screen-time-v2,13.0,"(13, 0)",26.3,"(26, 3)"
462,iPhone,supports-secure-loc-v1,15.0,"(15, 0)",26.3,"(26, 3)"
463,iPhone,supports-self-one-to-one-invites,16.0,"(16, 0)",26.3,"(26, 3)"
464,iPhone,supports-send-later-messages,18.0,"(18, 0)",26.3,"(26, 3)"
465,iPhone,supports-sender-key-self-check,18.4,"(18, 4)",26.3,"(26, 3)"
466,iPhone,supports-sender-key-v1,18.0,"(18, 0)",26.3,"(26, 3)"
467,iPhone,supports-shared-exp,16.0,"(16, 0)",26.3,"(26, 3)"
468,iPhone,supports-significant-app-update,26.2,"(26, 2)",26.3,"(26, 3)"
469,iPhone,supports-sos-alerting,17.0,"(17, 0)",26.3,"(26, 3)"
470,iPhone,supports-ssrc,18.0,"(18, 0)",26.3,"(26, 3)"
471,iPhone,supports-st-er,15.4,"(15, 4)",26.3,"(26, 3)"
472,iPhone,supports-st-v1,12.0,"(12, 0)",26.3,"(26, 3)"
473,iPhone,supports-stewie,18.0,"(18, 0)",26.3,"(26, 3)"
474,iPhone,supports-stick-moji-backs,18.0,"(18, 0)",26.3,"(26, 3)"
475,iPhone,supports-sticker-editing,17.0,"(17, 0)",26.3,"(26, 3)"
476,iPhone,supports-transcript-backgrounds,26.0,"(26, 0)",26.3,"(26, 3)"
477,iPhone,supports-update-attachments-v1,12.0,"(12, 0)",26.3,"(26, 3)"
478,iPhone,supports-uriless-membership-updates,26.0,"(26, 0)",26.3,"(26, 3)"
479,iPhone,supports-user-driven-call-activation,18.4,"(18, 4)",26.3,"(26, 3)"
480,iPhone,supports-uwb,15.0,"(15, 0)",26.3,"(26, 3)"
481,iPhone,supports-zelkova,17.0,"(17, 0)",26.3,"(26, 3)"
